tag,country,source,source_key,flavored,building,good,prestige_good,prestige_base,level_hint,input_goods,attribution,file
GRE,Greece,company,company_basileiades,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_europe.txt
GRE,Greece,company,company_basileiades,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_europe.txt
GRE,Greece,company,company_kouppas,yes,,,generic_tools,tools,,,hq,00_companies_europe.txt
GRE,Greece,company,company_kouppas,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,hq,00_companies_europe.txt
GRE,Greece,company,company_kouppas,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_europe.txt
GRE,Greece,company,company_kouppas,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_europe.txt
HUN,Hungary,company,company_manfred_weiss,yes,,,generic_steel,steel,,,file+hq,00_companies_austria_hungary.txt
HUN,Hungary,company,company_manfred_weiss,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,file+hq,00_companies_austria_hungary.txt
HUN,Hungary,company,company_manfred_weiss,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,file+hq,00_companies_austria_hungary.txt
HUN,Hungary,company,company_manfred_weiss,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,file+hq,00_companies_austria_hungary.txt
HUN,Hungary,company,company_manfred_weiss,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_austria_hungary.txt
HUN,Hungary,company,company_mav,yes,,,generic_tools,tools,,,file+hq,00_companies_austria_hungary.txt
HUN,Hungary,company,company_mav,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,file+hq,00_companies_austria_hungary.txt
HUN,Hungary,company,company_mav,yes,motor_industry,engines,,,,coal electricity oil steel tools,file+hq,00_companies_austria_hungary.txt
HUN,Hungary,company,company_mav,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,file+hq,00_companies_austria_hungary.txt
JAP,Japan,company,company_kinkozan_sobei,yes,,,satsuma_ware,porcelain,,,hq,00_companies_mp1.txt
JAP,Japan,company,company_kinkozan_sobei,yes,glassworks,glass porcelain,,,,dye engines lead oil tools wood,hq,00_companies_mp1.txt
JAP,Japan,company,company_kinkozan_sobei,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_mp1.txt
JAP,Japan,company,company_mantetsu,yes,chemical_plant,fertilizer,,,,iron oil sulfur,file,00_companies_japan.txt
JAP,Japan,company,company_mantetsu,yes,coal_mine,coal,,,,engines explosives oil tools transportation,file,00_companies_japan.txt
JAP,Japan,company,company_mantetsu,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,file,00_companies_japan.txt
JAP,Japan,company,company_mantetsu,yes,glassworks,glass porcelain,,,,dye engines lead oil tools wood,file,00_companies_japan.txt
JAP,Japan,company,company_mantetsu,yes,railway,transportation,,,,coal electricity engines oil steel wood,file,00_companies_japan.txt
JAP,Japan,company,company_mitsubishi,yes,,,washi_paper,paper,,,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsubishi,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsubishi,yes,coal_mine,coal,,,,engines explosives oil tools transportation,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsubishi,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsubishi,yes,motor_industry,engines,,,,coal electricity oil steel tools,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsubishi,yes,paper_mill,paper,,,,coal dye sulfur tools wood,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsubishi,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsubishi,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsui,yes,,,tomioka_silk,silk,,,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsui,yes,coal_mine,coal,,,,engines explosives oil tools transportation,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsui,yes,dye_plantation,,,,,transportation,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsui,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsui,yes,glassworks,glass porcelain,,,,dye engines lead oil tools wood,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsui,yes,silk_plantation,,,,,transportation,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsui,yes,tea_plantation,,,,,transportation,file+hq,00_companies_japan.txt
JAP,Japan,company,company_mitsui,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,file+hq,00_companies_japan.txt
JAP,Japan,company,company_noda_shoyu,yes,,,kikkoman_soy_sauce,groceries,,,hq,00_companies_ep2.txt
JAP,Japan,company,company_noda_shoyu,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,hq,00_companies_ep2.txt
JAP,Japan,company,company_noda_shoyu,yes,rice_farm,fruit grain sugar,,,,coal fertilizer fish tools,hq,00_companies_ep2.txt
JAP,Japan,company,company_noda_shoyu,yes,vineyard,,,,,transportation,hq,00_companies_ep2.txt
JAP,Japan,company,company_sumitomo,yes,,,generic_steel,steel,,,hq,00_companies_ep2.txt
JAP,Japan,company,company_sumitomo,yes,chemical_plant,fertilizer,,,,iron oil sulfur,hq,00_companies_ep2.txt
JAP,Japan,company,company_sumitomo,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_ep2.txt
JAP,Japan,company,company_sumitomo,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_ep2.txt
JAP,Japan,company,company_sumitomo,yes,lead_mine,lead,,,,coal engines explosives oil tools transportation,hq,00_companies_ep2.txt
JAP,Japan,company,company_sumitomo,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_ep2.txt
JAP,Japan,company,company_sumitomo,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_ep2.txt
JAP,Japan,company,company_tokyo_electric_light_company,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_ep2.txt
JAP,Japan,company,company_tokyo_electric_light_company,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_ep2.txt
JAP,Japan,company,company_yasuda,yes,,,generic_merchant_marine,merchant_marine,,,hq,00_companies_ep2.txt
JAP,Japan,company,company_yasuda,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_ep2.txt
JAP,Japan,company,company_yasuda,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_ep2.txt
JAP,Japan,company,company_yasuda,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_ep2.txt
JAP,Japan,company,company_yasuda,yes,sulfur_mine,sulfur,,,,coal engines explosives oil tools transportation,hq,00_companies_ep2.txt
JAP,Japan,company,company_yasuda,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_ep2.txt
JAP,Japan,company,company_yasuda,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_ep2.txt
JAP,Japan,journal,je_meiji_economy,,railway,transportation,,,,coal electricity engines oil steel wood,file,00_meiji_restoration.txt
JAP,Japan,journal,je_meiji_economy,,urban_center,services transportation,,,,automobiles coal electricity engines glass steel wood,file,00_meiji_restoration.txt
JAP,Japan,journal,je_taming_the_north,,urban_center,services transportation,,,,automobiles coal electricity engines glass steel wood,file+tag,07_hokkaido.txt
KOR,Korea,company,company_hanseong_jeongi_hoesa,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_soi.txt
KOR,Korea,company,company_hanseong_jeongi_hoesa,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_soi.txt
KOR,Korea,company,company_oriental_consolidated_mining,yes,gold_mine,gold,,,,coal engines explosives oil tools transportation,hq,00_companies_ep2.txt
KOR,Korea,company,company_oriental_consolidated_mining,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_ep2.txt
KOR,Korea,company,company_oriental_consolidated_mining,yes,lead_mine,lead,,,,coal engines explosives oil tools transportation,hq,00_companies_ep2.txt
KOR,Korea,company,company_oriental_consolidated_mining,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_ep2.txt
KOR,Korea,company,company_oriental_development_company,yes,,,generic_grain,grain,,,hq,00_companies_soi.txt
KOR,Korea,company,company_oriental_development_company,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,hq,00_companies_soi.txt
KOR,Korea,company,company_oriental_development_company,yes,maize_farm,fruit grain sugar,,,,coal engines fertilizer oil tools,hq,00_companies_soi.txt
KOR,Korea,company,company_oriental_development_company,yes,millet_farm,fruit grain sugar,,,,coal engines fertilizer oil tools,hq,00_companies_soi.txt
KOR,Korea,company,company_oriental_development_company,yes,rice_farm,fruit grain sugar,,,,coal fertilizer fish tools,hq,00_companies_soi.txt
KOR,Korea,company,company_oriental_development_company,yes,wheat_farm,fruit grain sugar,,,,coal engines fertilizer fish oil tools,hq,00_companies_soi.txt
MEX,Mexico,company,company_fundidora_monterrey,yes,,,generic_steel,steel,,,hq,00_companies_americas.txt
MEX,Mexico,company,company_fundidora_monterrey,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_americas.txt
MEX,Mexico,company,company_fundidora_monterrey,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_americas.txt
MEX,Mexico,company,company_fundidora_monterrey,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_americas.txt
NET,Netherlands,company,company_philips,yes,,,philips_chapel_radio,radios,,,hq,00_companies_europe.txt
NET,Netherlands,company,company_philips,yes,electrics_industry,radios telephones,,,,electricity iron lead rubber tools,hq,00_companies_europe.txt
NET,Netherlands,company,company_philips,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_europe.txt
NET,Netherlands,company,company_philips,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_europe.txt
NET,Netherlands,company,company_van_vlissingen_en_dudok_van_heel,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,hq,00_companies_ep2.txt
NET,Netherlands,company,company_van_vlissingen_en_dudok_van_heel,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_ep2.txt
NET,Netherlands,company,company_van_vlissingen_en_dudok_van_heel,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_ep2.txt
NET,Netherlands,company,company_van_vlissingen_en_dudok_van_heel,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_ep2.txt
NET,Netherlands,company,company_van_vlissingen_en_dudok_van_heel,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_ep2.txt
NET,Netherlands,company,company_van_vlissingen_en_dudok_van_heel,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_ep2.txt
TUR,Ottomans,company,company_allatini_mills,yes,,,generic_grain,grain,,,hq,00_companies_asia.txt
TUR,Ottomans,company,company_allatini_mills,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,hq,00_companies_asia.txt
TUR,Ottomans,company,company_allatini_mills,yes,rye_farm,fruit grain liquor sugar,,,,coal engines fertilizer oil tools,hq,00_companies_asia.txt
TUR,Ottomans,company,company_allatini_mills,yes,wheat_farm,fruit grain sugar,,,,coal engines fertilizer fish oil tools,hq,00_companies_asia.txt
TUR,Ottomans,company,company_imperial_arsenal,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_asia.txt
TUR,Ottomans,company,company_imperial_arsenal,yes,explosives_factory,explosives,,,,electricity fertilizer paper sulfur,hq,00_companies_asia.txt
TUR,Ottomans,company,company_imperial_arsenal,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_asia.txt
TUR,Ottomans,company,company_imperial_arsenal,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_asia.txt
TUR,Ottomans,company,company_orient_express,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_asia.txt
TUR,Ottomans,company,company_orient_express,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_asia.txt
TUR,Ottomans,company,company_turkish_petroleum,yes,oil_rig,oil,,,,coal engines transportation,hq,00_companies_soi.txt
TUR,Ottomans,company,company_turkish_petroleum,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_soi.txt
TUR,Ottomans,journal,je_sick_man_army,,barrack,,,,,,file,00_sick_man.txt
TUR,Ottomans,journal,je_sick_man_economy,,urban_center,services transportation,,,,automobiles coal electricity engines glass steel wood,file,00_sick_man.txt
TUR,Ottomans,journal,je_sick_man_education,,university,,,,,paper,file,00_sick_man.txt
PER,Persia,company,company_opium_export_monopoly,yes,,,generic_opium,opium,,,hq,00_companies_soi.txt
PER,Persia,company,company_opium_export_monopoly,yes,opium_plantation,,,,,transportation,hq,00_companies_soi.txt
PER,Persia,company,company_opium_export_monopoly,yes,tobacco_plantation,,,,,transportation,hq,00_companies_soi.txt
PER,Persia,company,company_sherkate_eslamiya,yes,,,generic_clothes,clothes,,,hq,00_companies_soi.txt
PER,Persia,company,company_sherkate_eslamiya,yes,cotton_plantation,,,,,transportation,hq,00_companies_soi.txt
PER,Persia,company,company_sherkate_eslamiya,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_soi.txt
PHI,Philippines,journal,je_philippines_development,,port,merchant_marine,,,,clippers coal oil steamers,file,06_philippines_je.txt
PHI,Philippines,journal,je_philippines_development,,urban_center,services transportation,,,,automobiles coal electricity engines glass steel wood,file,06_philippines_je.txt
POR,Portugal,company,company_bombay_burmah_trading_corporation,yes,,,burmese_teak,hardwood,,,hq,00_companies_ip2.txt
POR,Portugal,company,company_bombay_burmah_trading_corporation,yes,cotton_plantation,,,,,transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_bombay_burmah_trading_corporation,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_bombay_burmah_trading_corporation,yes,oil_rig,oil,,,,coal engines transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_bombay_burmah_trading_corporation,yes,rubber_plantation,,,,,transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_bombay_burmah_trading_corporation,yes,tea_plantation,,,,,transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_bombay_dyeing_company,yes,,,generic_clothes,clothes,,,hq,00_companies_ip2.txt
POR,Portugal,company,company_bombay_dyeing_company,yes,cotton_plantation,,,,,transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_bombay_dyeing_company,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_ip2.txt
POR,Portugal,company,company_david_sassoon,yes,,,generic_opium,opium,,,hq,00_companies_ip2.txt
POR,Portugal,company,company_david_sassoon,yes,cotton_plantation,,,,,transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_david_sassoon,yes,opium_plantation,,,,,transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_david_sassoon,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_ip2.txt
POR,Portugal,company,company_mozambique_company,yes,,,generic_grain,grain,,,hq,00_companies_europe.txt
POR,Portugal,company,company_mozambique_company,yes,cotton_plantation,,,,,transportation,hq,00_companies_europe.txt
POR,Portugal,company,company_mozambique_company,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_europe.txt
POR,Portugal,company,company_mozambique_company,yes,tea_plantation,,,,,transportation,hq,00_companies_europe.txt
POR,Portugal,company,company_mozambique_company,yes,wheat_farm,fruit grain sugar,,,,coal engines fertilizer fish oil tools,hq,00_companies_europe.txt
POR,Portugal,company,company_ralli_brothers,yes,,,generic_grain,grain,,,hq,00_companies_ip2.txt
POR,Portugal,company,company_ralli_brothers,yes,cotton_plantation,,,,,transportation,hq,00_companies_ip2.txt
POR,Portugal,company,company_ralli_brothers,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_ip2.txt
POR,Portugal,company,company_ralli_brothers,yes,rice_farm,fruit grain sugar,,,,coal fertilizer fish tools,hq,00_companies_ip2.txt
POR,Portugal,company,company_ralli_brothers,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_ip2.txt
POR,Portugal,company,company_ralli_brothers,yes,wheat_farm,fruit grain sugar,,,,coal engines fertilizer fish oil tools,hq,00_companies_ip2.txt
POR,Portugal,company,company_ramirez,yes,,,generic_groceries,groceries,,,hq,00_companies_ep2.txt
POR,Portugal,company,company_ramirez,yes,fishing_wharf,fish,,,,clippers coal electricity steamers transportation,hq,00_companies_ep2.txt
POR,Portugal,company,company_ramirez,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,hq,00_companies_ep2.txt
POR,Portugal,company,company_ramirez,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_ep2.txt
POR,Portugal,company,company_ramirez,yes,whaling_station,meat oil,,,,clippers coal electricity steamers transportation,hq,00_companies_ep2.txt
POR,Portugal,company,company_tata,yes,,,generic_clothes,clothes,,,hq,00_companies_asia.txt
POR,Portugal,company,company_tata,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_asia.txt
POR,Portugal,company,company_tata,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_asia.txt
POR,Portugal,company,company_tata,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_asia.txt
POR,Portugal,company,company_tata,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_asia.txt
POR,Portugal,company,company_wadia_shipbuilders,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_ip2.txt
POR,Portugal,company,company_wadia_shipbuilders,yes,explosives_factory,explosives,,,,electricity fertilizer paper sulfur,hq,00_companies_ip2.txt
POR,Portugal,company,company_wadia_shipbuilders,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_ip2.txt
POR,Portugal,company,company_wadia_shipbuilders,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_ip2.txt
POR,Portugal,journal,je_portugal_regeneration_public_works,,railway,transportation,,,,coal electricity engines oil steel wood,file,06_portugal_politics.txt
POR,Portugal,journal,je_portugal_regeneration_public_works,,urban_center,services transportation,,,,automobiles coal electricity engines glass steel wood,file,06_portugal_politics.txt
PRU,Prussia,company,company_basf,yes,,,german_aniline,dye,,,file,00_companies_germany.txt
PRU,Prussia,company,company_basf,yes,chemical_plant,fertilizer,,,,iron oil sulfur,file,00_companies_germany.txt
PRU,Prussia,company,company_basf,yes,dye_plantation,,,,,transportation,file,00_companies_germany.txt
PRU,Prussia,company,company_basf,yes,sulfur_mine,sulfur,,,,coal engines explosives oil tools transportation,file,00_companies_germany.txt
PRU,Prussia,company,company_basf,yes,synthetics_plant,dye silk,,,,fertilizer sulfur wood,file,00_companies_germany.txt
PRU,Prussia,company,company_krupp,yes,,,krupp_guns,artillery,,,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_krupp,yes,arms_industry,small_arms,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_krupp,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_krupp,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_krupp,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_prussian_state_railways,yes,motor_industry,engines,,,,coal electricity oil steel tools,file,00_companies_germany.txt
PRU,Prussia,company,company_prussian_state_railways,yes,railway,transportation,,,,coal electricity engines oil steel wood,file,00_companies_germany.txt
PRU,Prussia,company,company_rheinmetall,yes,,,generic_artillery,artillery,,,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_rheinmetall,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_rheinmetall,yes,explosives_factory,explosives,,,,electricity fertilizer paper sulfur,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_rheinmetall,yes,motor_industry,engines,,,,coal electricity oil steel tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_rheinmetall,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_rheinmetall,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_schichau,yes,,,schichau_engines,engines,,,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_schichau,yes,motor_industry,engines,,,,coal electricity oil steel tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_schichau,yes,railway,transportation,,,,coal electricity engines oil steel wood,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_schichau,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_schichau,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_siemens_and_halske,yes,electrics_industry,radios telephones,,,,electricity iron lead rubber tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_siemens_and_halske,yes,motor_industry,engines,,,,coal electricity oil steel tools,file+hq,00_companies_germany.txt
PRU,Prussia,company,company_siemens_and_halske,yes,railway,transportation,,,,coal electricity engines oil steel wood,file+hq,00_companies_germany.txt
PRU,Prussia,journal,je_kaiserforum,,kaiserforum_1,,,,,,file,05_national_awakening_monument.txt
PRU,Prussia,journal,je_kaiserforum,,kaiserforum_2,,,,,,file,05_national_awakening_monument.txt
PRU,Prussia,journal,je_kaiserforum,,kaiserforum_3,,,,,,file,05_national_awakening_monument.txt
PRU,Prussia,journal,je_kaiserforum,,kaiserforum_4,,,,,,file,05_national_awakening_monument.txt
RUS,Russia,company,company_branobel,yes,,,baku_oil,oil,,,file+hq,00_companies_russia.txt
RUS,Russia,company,company_branobel,yes,oil_rig,oil,,,,coal engines transportation,file+hq,00_companies_russia.txt
RUS,Russia,company,company_branobel,yes,power_plant,electricity,,,,coal engines oil wood,file+hq,00_companies_russia.txt
RUS,Russia,company,company_izhevsk_arms_plant,yes,,,generic_small_arms,small_arms,,,file+hq,00_companies_russia.txt
RUS,Russia,company,company_izhevsk_arms_plant,yes,arms_industry,small_arms,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_izhevsk_arms_plant,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_izhevsk_arms_plant,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,file+hq,00_companies_russia.txt
RUS,Russia,company,company_izhevsk_arms_plant,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_john_hughes,yes,,,russia_iron,iron,,,file+hq,00_companies_russia.txt
RUS,Russia,company,company_john_hughes,yes,coal_mine,coal,,,,engines explosives oil tools transportation,file+hq,00_companies_russia.txt
RUS,Russia,company,company_john_hughes,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,file+hq,00_companies_russia.txt
RUS,Russia,company,company_john_hughes,yes,railway,transportation,,,,coal electricity engines oil steel wood,file+hq,00_companies_russia.txt
RUS,Russia,company,company_john_hughes,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_lilpop,yes,,,generic_steel,steel,,,hq,00_companies_europe.txt
RUS,Russia,company,company_lilpop,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_europe.txt
RUS,Russia,company,company_lilpop,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_europe.txt
RUS,Russia,company,company_lilpop,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_europe.txt
RUS,Russia,company,company_lilpop,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_europe.txt
RUS,Russia,company,company_putilov_company,yes,,,generic_artillery,artillery,,,file+hq,00_companies_russia.txt
RUS,Russia,company,company_putilov_company,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_putilov_company,yes,explosives_factory,explosives,,,,electricity fertilizer paper sulfur,file+hq,00_companies_russia.txt
RUS,Russia,company,company_putilov_company,yes,motor_industry,engines,,,,coal electricity oil steel tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_putilov_company,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,file+hq,00_companies_russia.txt
RUS,Russia,company,company_putilov_company,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,file+hq,00_companies_russia.txt
RUS,Russia,company,company_savva_morozov,yes,,,generic_clothes,clothes,,,file+hq,00_companies_russia.txt
RUS,Russia,company,company_savva_morozov,yes,cotton_plantation,,,,,transportation,file+hq,00_companies_russia.txt
RUS,Russia,company,company_savva_morozov,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_ursus,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,hq,00_companies_europe.txt
RUS,Russia,company,company_ursus,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_europe.txt
RUS,Russia,company,company_ursus,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_europe.txt
RUS,Russia,company,company_vodka_monopoly,yes,,,smirnoff_vodka,liquor,,,file+hq,00_companies_russia.txt
RUS,Russia,company,company_vodka_monopoly,yes,food_industry,groceries liquor,,,,fish glass grain iron meat oil sugar tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_vodka_monopoly,yes,rye_farm,fruit grain liquor sugar,,,,coal engines fertilizer oil tools,file+hq,00_companies_russia.txt
RUS,Russia,company,company_vodka_monopoly,yes,vineyard,,,,,transportation,file+hq,00_companies_russia.txt
RUS,Russia,company,company_vodka_monopoly,yes,wheat_farm,fruit grain sugar,,,,coal engines fertilizer fish oil tools,file+hq,00_companies_russia.txt
RUS,Russia,journal,je_chinese_concessions,,railway,transportation,,,,coal electricity engines oil steel wood,tag,00_player_objectives_great_game.txt
RUS,Russia,journal,je_great_reforms_military,,barrack,,,,,,file,03_russia.txt
RUS,Russia,journal,je_great_reforms_military,,munition_plant,ammunition,,,,coal electricity explosives lead oil,file,03_russia.txt
SAR,Sardinia-Piedmont,company,company_ansaldo,yes,,,generic_steel,steel,,,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_ansaldo,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_ansaldo,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_italy.txt
