tag,country,good,category,produced,consumed,net
PHI,Philippines,sugar,luxury,75.0,0.0,75.0
PHI,Philippines,tobacco,luxury,240.0,0.0,240.0
POR,Portugal,clippers,industrial,80.0,35.0,45.0
POR,Portugal,clothes,staple,90.0,0.0,90.0
POR,Portugal,dye,industrial,120.0,0.0,120.0
POR,Portugal,fabric,staple,120.0,145.0,-25.0
POR,Portugal,fish,staple,250.0,0.0,250.0
POR,Portugal,fruit,luxury,139.0,0.0,139.0
POR,Portugal,grain,staple,385.0,0.0,385.0
POR,Portugal,hardwood,industrial,50.0,0.0,50.0
POR,Portugal,iron,industrial,0.0,5.0,-5.0
POR,Portugal,luxury_clothes,luxury,30.0,0.0,30.0
POR,Portugal,meat,luxury,70.0,0.0,70.0
POR,Portugal,merchant_marine,staple,45.0,68.0,-23.0
POR,Portugal,oil,industrial,20.0,0.0,20.0
POR,Portugal,paper,staple,40.0,70.0,-30.0
POR,Portugal,silk,industrial,0.0,15.0,-15.0
POR,Portugal,small_arms,military,0.0,5.0,-5.0
POR,Portugal,sugar,luxury,58.0,0.0,58.0
POR,Portugal,tools,industrial,0.0,5.0,-5.0
POR,Portugal,wine,luxury,180.0,0.0,180.0
POR,Portugal,wood,staple,180.0,185.0,-5.0
PRU,Prussia,ammunition,military,100.0,0.0,100.0
PRU,Prussia,artillery,military,50.0,0.0,50.0
PRU,Prussia,clippers,industrial,40.0,12.0,28.0
PRU,Prussia,clothes,staple,780.0,0.0,780.0
PRU,Prussia,coal,industrial,520.0,280.0,240.0
PRU,Prussia,dye,industrial,0.0,80.0,-80.0
PRU,Prussia,explosives,industrial,50.0,40.0,10.0
PRU,Prussia,fabric,staple,150.0,760.0,-610.0
PRU,Prussia,fertilizer,industrial,205.0,165.0,40.0
PRU,Prussia,fish,staple,100.0,0.0,100.0
PRU,Prussia,fruit,luxury,133.0,0.0,133.0
PRU,Prussia,furniture,staple,520.0,0.0,520.0
PRU,Prussia,glass,industrial,120.0,0.0,120.0
PRU,Prussia,grain,staple,990.0,300.0,690.0
PRU,Prussia,groceries,staple,325.0,0.0,325.0
PRU,Prussia,hardwood,industrial,160.0,220.0,-60.0
PRU,Prussia,iron,industrial,480.0,600.0,-120.0
PRU,Prussia,lead,industrial,160.0,70.0,90.0
PRU,Prussia,liquor,luxury,440.0,0.0,440.0
PRU,Prussia,luxury_furniture,luxury,200.0,0.0,200.0
PRU,Prussia,meat,luxury,250.0,0.0,250.0
PRU,Prussia,merchant_marine,staple,18.0,60.0,-42.0
PRU,Prussia,paper,staple,280.0,400.0,-120.0
PRU,Prussia,porcelain,luxury,30.0,0.0,30.0
PRU,Prussia,small_arms,military,240.0,0.0,240.0
PRU,Prussia,steel,industrial,195.0,220.0,-25.0
PRU,Prussia,sugar,luxury,27.0,200.0,-173.0
PRU,Prussia,sulfur,industrial,120.0,120.0,0.0
PRU,Prussia,tools,industrial,880.0,612.0,268.0
PRU,Prussia,wine,luxury,40.0,0.0,40.0
PRU,Prussia,wood,staple,840.0,1070.0,-230.0
PAN,Punjab,clothes,staple,135.0,0.0,135.0
PAN,Punjab,dye,industrial,90.0,10.0,80.0
PAN,Punjab,fabric,staple,25.0,190.0,-165.0
PAN,Punjab,fruit,luxury,35.0,0.0,35.0
PAN,Punjab,furniture,staple,90.0,0.0,90.0
PAN,Punjab,glass,industrial,60.0,0.0,60.0
PAN,Punjab,grain,staple,100.0,0.0,100.0
PAN,Punjab,hardwood,industrial,20.0,35.0,-15.0
PAN,Punjab,iron,industrial,40.0,40.0,0.0
PAN,Punjab,luxury_clothes,luxury,90.0,0.0,90.0
PAN,Punjab,luxury_furniture,luxury,25.0,0.0,25.0
PAN,Punjab,meat,luxury,50.0,0.0,50.0
PAN,Punjab,opium,luxury,20.0,0.0,20.0
PAN,Punjab,porcelain,luxury,20.0,0.0,20.0
PAN,Punjab,silk,industrial,45.0,45.0,0.0
PAN,Punjab,small_arms,military,60.0,0.0,60.0
PAN,Punjab,sugar,luxury,5.0,0.0,5.0
PAN,Punjab,tobacco,luxury,210.0,0.0,210.0
PAN,Punjab,tools,industrial,60.0,20.0,40.0
PAN,Punjab,wood,staple,120.0,300.0,-180.0
RUS,Russia,artillery,military,50.0,0.0,50.0
RUS,Russia,clippers,industrial,320.0,54.0,266.0
RUS,Russia,clothes,staple,585.0,0.0,585.0
RUS,Russia,dye,industrial,0.0,15.0,-15.0
RUS,Russia,fabric,staple,190.0,910.0,-720.0
RUS,Russia,fine_art,luxury,5.0,0.0,5.0
RUS,Russia,fish,staple,150.0,0.0,150.0
RUS,Russia,fruit,luxury,43.0,0.0,43.0
RUS,Russia,furniture,staple,585.0,0.0,585.0
RUS,Russia,glass,industrial,90.0,0.0,90.0
RUS,Russia,grain,staple,3595.0,480.0,3115.0
RUS,Russia,groceries,staple,540.0,0.0,540.0
RUS,Russia,hardwood,industrial,890.0,270.0,620.0
RUS,Russia,iron,industrial,400.0,380.0,20.0
RUS,Russia,liquor,luxury,710.0,0.0,710.0
RUS,Russia,luxury_clothes,luxury,180.0,0.0,180.0
RUS,Russia,luxury_furniture,luxury,250.0,0.0,250.0
RUS,Russia,meat,luxury,380.0,0.0,380.0
RUS,Russia,merchant_marine,staple,81.0,84.0,-3.0
RUS,Russia,paper,staple,560.0,285.0,275.0
RUS,Russia,porcelain,luxury,30.0,0.0,30.0
RUS,Russia,silk,industrial,0.0,90.0,-90.0
RUS,Russia,small_arms,military,300.0,30.0,270.0
RUS,Russia,sugar,luxury,70.0,100.0,-30.0
RUS,Russia,tea,luxury,80.0,0.0,80.0
RUS,Russia,tobacco,luxury,150.0,0.0,150.0
RUS,Russia,tools,industrial,690.0,650.0,40.0
RUS,Russia,wine,luxury,120.0,0.0,120.0
RUS,Russia,wood,staple,6900.0,1880.0,5020.0
SAR,Sardinia-Piedmont,clippers,industrial,120.0,37.0,83.0
SAR,Sardinia-Piedmont,clothes,staple,90.0,0.0,90.0
SAR,Sardinia-Piedmont,fabric,staple,35.0,175.0,-140.0
SAR,Sardinia-Piedmont,fish,staple,250.0,0.0,250.0
SAR,Sardinia-Piedmont,fruit,luxury,75.0,0.0,75.0
SAR,Sardinia-Piedmont,furniture,staple,65.0,0.0,65.0
SAR,Sardinia-Piedmont,grain,staple,235.0,40.0,195.0
SAR,Sardinia-Piedmont,groceries,staple,45.0,0.0,45.0
SAR,Sardinia-Piedmont,hardwood,industrial,70.0,10.0,60.0
SAR,Sardinia-Piedmont,iron,industrial,60.0,50.0,10.0
SAR,Sardinia-Piedmont,liquor,luxury,60.0,0.0,60.0
SAR,Sardinia-Piedmont,meat,luxury,70.0,0.0,70.0
SAR,Sardinia-Piedmont,merchant_marine,staple,18.0,12.0,6.0
SAR,Sardinia-Piedmont,paper,staple,40.0,65.0,-25.0
SAR,Sardinia-Piedmont,small_arms,military,30.0,0.0,30.0
SAR,Sardinia-Piedmont,sugar,luxury,10.0,25.0,-15.0
SAR,Sardinia-Piedmont,tools,industrial,120.0,79.0,41.0
SAR,Sardinia-Piedmont,wine,luxury,80.0,0.0,80.0
SAR,Sardinia-Piedmont,wood,staple,420.0,315.0,105.0
SHW,Shewa,grain,staple,40.0,0.0,40.0
SHW,Shewa,tobacco,luxury,30.0,0.0,30.0
SHW,Shewa,wood,staple,30.0,0.0,30.0
SIA,Siam,clippers,industrial,0.0,18.0,-18.0
SIA,Siam,fabric,staple,5.0,0.0,5.0
SIA,Siam,fish,staple,50.0,0.0,50.0
SIA,Siam,fruit,luxury,40.0,0.0,40.0
SIA,Siam,grain,staple,105.0,0.0,105.0
SIA,Siam,meat,luxury,10.0,0.0,10.0
SIA,Siam,merchant_marine,staple,27.0,0.0,27.0
SIA,Siam,opium,luxury,20.0,0.0,20.0
SIA,Siam,tea,luxury,40.0,0.0,40.0
SIA,Siam,tobacco,luxury,60.0,0.0,60.0
SOK,Sokoto,clothes,staple,45.0,0.0,45.0
SOK,Sokoto,fabric,staple,75.0,40.0,35.0
SOK,Sokoto,grain,staple,140.0,0.0,140.0
SOK,Sokoto,meat,luxury,60.0,0.0,60.0
SOK,Sokoto,tobacco,luxury,180.0,0.0,180.0
SAF,South Africa,clippers,industrial,0.0,11.0,-11.0
SAF,South Africa,fabric,staple,10.0,0.0,10.0
SAF,South Africa,fish,staple,50.0,0.0,50.0
SAF,South Africa,grain,staple,60.0,0.0,60.0
SAF,South Africa,meat,luxury,20.0,0.0,20.0
SAF,South Africa,merchant_marine,staple,9.0,0.0,9.0
SAF,South Africa,wine,luxury,20.0,0.0,20.0
SPA,Spain,artillery,military,25.0,0.0,25.0
SPA,Spain,clippers,industrial,200.0,60.0,140.0
SPA,Spain,clothes,staple,180.0,0.0,180.0
SPA,Spain,coal,industrial,40.0,20.0,20.0
SPA,Spain,dye,industrial,30.0,0.0,30.0
SPA,Spain,fabric,staple,120.0,405.0,-285.0
SPA,Spain,fish,staple,250.0,0.0,250.0
SPA,Spain,fruit,luxury,52.0,0.0,52.0
SPA,Spain,furniture,staple,90.0,0.0,90.0
SPA,Spain,gold,luxury,8.0,0.0,8.0
SPA,Spain,grain,staple,565.0,80.0,485.0
SPA,Spain,groceries,staple,130.0,0.0,130.0
SPA,Spain,hardwood,industrial,100.0,50.0,50.0
SPA,Spain,iron,industrial,0.0,40.0,-40.0
SPA,Spain,lead,industrial,80.0,0.0,80.0
SPA,Spain,liquor,luxury,120.0,0.0,120.0
SPA,Spain,luxury_furniture,luxury,50.0,0.0,50.0
SPA,Spain,meat,luxury,240.0,0.0,240.0
SPA,Spain,merchant_marine,staple,90.0,24.0,66.0
SPA,Spain,paper,staple,320.0,185.0,135.0
SPA,Spain,silk,industrial,45.0,0.0,45.0
SPA,Spain,small_arms,military,30.0,15.0,15.0
SPA,Spain,sugar,luxury,32.0,80.0,-48.0
SPA,Spain,tobacco,luxury,30.0,0.0,30.0
SPA,Spain,tools,industrial,0.0,110.0,-110.0
SPA,Spain,wine,luxury,460.0,0.0,460.0
SPA,Spain,wood,staple,960.0,875.0,85.0
SWE,Sweden,clippers,industrial,80.0,73.0,7.0
SWE,Sweden,clothes,staple,135.0,0.0,135.0
SWE,Sweden,fabric,staple,30.0,180.0,-150.0
SWE,Sweden,fish,staple,550.0,0.0,550.0
SWE,Sweden,grain,staple,180.0,0.0,180.0
SWE,Sweden,hardwood,industrial,180.0,10.0,170.0
SWE,Sweden,iron,industrial,140.0,85.0,55.0
SWE,Sweden,liquor,luxury,90.0,0.0,90.0
SWE,Sweden,meat,luxury,60.0,0.0,60.0
SWE,Sweden,merchant_marine,staple,27.0,20.0,7.0
SWE,Sweden,paper,staple,120.0,70.0,50.0
SWE,Sweden,small_arms,military,30.0,5.0,25.0
SWE,Sweden,tools,industrial,60.0,138.0,-78.0
SWE,Sweden,wood,staple,900.0,240.0,660.0
SIC,Two Sicilies,clippers,industrial,80.0,36.0,44.0
SIC,Two Sicilies,clothes,staple,135.0,0.0,135.0
SIC,Two Sicilies,dye,industrial,0.0,5.0,-5.0
SIC,Two Sicilies,fabric,staple,70.0,220.0,-150.0
SIC,Two Sicilies,fish,staple,275.0,0.0,275.0
SIC,Two Sicilies,furniture,staple,45.0,0.0,45.0
SIC,Two Sicilies,glass,industrial,30.0,0.0,30.0
SIC,Two Sicilies,grain,staple,540.0,40.0,500.0
SIC,Two Sicilies,groceries,staple,45.0,0.0,45.0
SIC,Two Sicilies,hardwood,industrial,50.0,20.0,30.0
SIC,Two Sicilies,iron,industrial,40.0,80.0,-40.0
SIC,Two Sicilies,liquor,luxury,60.0,0.0,60.0
SIC,Two Sicilies,meat,luxury,140.0,0.0,140.0
SIC,Two Sicilies,merchant_marine,staple,54.0,32.0,22.0
SIC,Two Sicilies,paper,staple,40.0,70.0,-30.0
SIC,Two Sicilies,porcelain,luxury,10.0,0.0,10.0
SIC,Two Sicilies,silk,industrial,30.0,0.0,30.0
SIC,Two Sicilies,small_arms,military,60.0,0.0,60.0
SIC,Two Sicilies,sugar,luxury,25.0,25.0,0.0
SIC,Two Sicilies,sulfur,industrial,100.0,0.0,100.0
SIC,Two Sicilies,tools,industrial,180.0,114.0,66.0
SIC,Two Sicilies,wine,luxury,200.0,0.0,200.0
SIC,Two Sicilies,wood,staple,300.0,410.0,-110.0
USA,United States,ammunition,military,50.0,0.0,50.0
USA,United States,artillery,military,25.0,0.0,25.0
USA,United States,clippers,industrial,240.0,195.0,45.0
USA,United States,clothes,staple,600.0,0.0,600.0
USA,United States,coal,industrial,560.0,200.0,360.0
USA,United States,dye,industrial,60.0,70.0,-10.0
USA,United States,engines,industrial,40.0,0.0,40.0
USA,United States,explosives,industrial,50.0,20.0,30.0
USA,United States,fabric,staple,2760.0,730.0,2030.0
USA,United States,fertilizer,industrial,227.5,365.0,-137.5
USA,United States,fish,staple,700.0,0.0,700.0
USA,United States,fruit,luxury,147.0,0.0,147.0
USA,United States,furniture,staple,585.0,0.0,585.0
USA,United States,glass,industrial,200.0,0.0,200.0
USA,United States,grain,staple,2070.0,470.0,1600.0
USA,United States,groceries,staple,375.0,0.0,375.0
USA,United States,hardwood,industrial,210.0,155.0,55.0
USA,United States,iron,industrial,400.0,475.0,-75.0
USA,United States,lead,industrial,60.0,70.0,-10.0
USA,United States,liquor,luxury,300.0,0.0,300.0
USA,United States,luxury_furniture,luxury,175.0,0.0,175.0
USA,United States,meat,luxury,275.0,0.0,275.0
USA,United States,merchant_marine,staple,180.0,132.0,48.0
USA,United States,oil,industrial,20.0,0.0,20.0
USA,United States,paper,staple,350.0,450.0,-100.0
USA,United States,porcelain,luxury,40.0,0.0,40.0
USA,United States,small_arms,military,120.0,20.0,100.0
USA,United States,steel,industrial,130.0,170.0,-40.0
USA,United States,sugar,luxury,96.0,170.0,-74.0
USA,United States,sulfur,industrial,160.0,130.0,30.0
USA,United States,tobacco,luxury,1470.0,0.0,1470.0
USA,United States,tools,industrial,560.0,535.0,25.0
USA,United States,wood,staple,1260.0,1210.0,50.0
