company,file,eligibility,buildings,prosperity_buffs,prestige_goods
company_ynchausti_y_compania,00_companies_ip4.txt,"region:STATE_LUZON,STATE_VISAYAS",building_food_industry building_port building_rice_farm building_shipyard building_sugar_plantation,state_construction_mult=0.05 ; state_migration_pull_mult=0.1,prestige_good_generic_merchant_marine
company_office_cherifien_des_phosphates,00_companies_ip4.txt,region:STATE_MARRAKECH,building_chemical_plant building_iron_mine building_sulfur_mine,building_group_bg_agriculture_throughput_add=0.1 ; building_sulfur_mine_throughput_add=0.05,prestige_good_generic_fertilizer
company_uniao_fabril,00_companies_ip4.txt,culture:portuguese,building_chemical_plant building_food_industry building_port building_shipyard building_textile_mill building_tobacco_plantation building_wheat_farm,country_production_tech_research_speed_mult=0.1 ; state_radicals_from_political_movements_mult=-0.05,prestige_good_generic_fertilizer
company_pedro_domecq,00_companies_ip4.txt,region:STATE_LOWER_ANDALUSIA,building_food_industry building_livestock_ranch building_rice_farm building_vineyard,country_prestige_mult=0.05 ; country_leverage_generation_mult=0.1,prestige_good_sherry
company_bacardi,00_companies_ip4.txt,region:STATE_EASTERN_CUBA,building_food_industry building_glassworks building_vineyard,country_liberty_desire_add=0.10 ; building_art_academy_throughput_add=0.1,prestige_good_bacardi_rum
company_hispano_suiza,00_companies_ip4.txt,region:STATE_CATALONIA,building_automotive_industry building_motor_industry building_tooling_workshop,country_prestige_mult=0.1 ; interest_group_ig_landowners_approval_add=2 ; unit_supply_consumption_mult=-0.05,
company_ilva,00_companies_italy.txt,region:STATE_PIEDMONT,building_coal_mine building_iron_mine building_steel_mill,building_railway_throughput_add=0.1 ; building_artillery_foundry_throughput_add=0.05,prestige_good_generic_steel
company_ansaldo,00_companies_italy.txt,region:STATE_PIEDMONT,building_artillery_foundry building_power_plant building_steel_mill building_tooling_workshop,ship_hull_damage_mult=0.025 ; unit_army_offense_mult=0.05,prestige_good_generic_steel
company_ricordi,00_companies_italy.txt,region:STATE_LOMBARDY,building_art_academy building_vineyard,country_prestige_mult=0.15 ; state_loyalists_from_political_movements_mult=0.05,
company_fiat,00_companies_italy.txt,region:STATE_PIEDMONT,building_automotive_industry building_motor_industry building_steel_mill,military_formation_army_movement_speed_mult=0.1 ; unit_army_offense_mult=0.05,prestige_good_turin_automobiles
company_stt,00_companies_italy.txt,region:STATE_ISTRIA,building_artillery_foundry building_motor_industry building_shipyard building_steel_mill,ship_armor_mult=0.025 ; country_ship_group_supply_ships_construction_efficiency_add=0.15,
company_mitsui,00_companies_japan.txt,region:STATE_KANSAI,building_coal_mine building_dye_plantation building_food_industry building_glassworks building_silk_plantation building_tea_plantation building_textile_mill,interest_group_ig_industrialists_pol_str_mult=0.1 ; country_production_tech_research_speed_mult=0.05 ; state_trade_advantage_mult=0.05,prestige_good_tomioka_silk
company_mitsubishi,00_companies_japan.txt,region:STATE_KYUSHU,building_artillery_foundry building_coal_mine building_iron_mine building_motor_industry building_paper_mill building_shipyard building_steel_mill,interest_group_ig_industrialists_pol_str_mult=0.1 ; building_automotive_industry_throughput_add=0.1,prestige_good_washi_paper
company_mantetsu,00_companies_japan.txt,culture:japanese,building_chemical_plant building_coal_mine building_food_industry building_glassworks building_railway,state_non_homeland_colony_growth_speed_mult=0.1 ; building_wheat_farm_throughput_add=0.15,
company_ludwig_moser_and_sons,00_companies_mp1.txt,region:STATE_BOHEMIA,building_glassworks building_lead_mine,country_influence_mult=0.05 ; building_art_academy_throughput_add=0.05 ; country_leverage_generation_mult=0.1,prestige_good_bohemian_crystal
company_compania_sansinena_de_carnes_congeladas,00_companies_mp1.txt,region:STATE_BUENOS_AIRES,building_food_industry building_livestock_ranch building_port,state_trade_advantage_mult=0.1 ; building_port_throughput_add=0.1,prestige_good_river_plate_beef
company_konigliche_porzellan_manufaktur_meissen,00_companies_mp1.txt,region:STATE_SAXONY,building_glassworks building_lead_mine,country_prestige_mult=0.1 ; building_art_academy_throughput_add=0.05 ; building_synthetics_plant_throughput_add=0.05,prestige_good_meissen_porcelain
company_jiangnan_weaving_bureaus,00_companies_mp1.txt,"region:STATE_NANJING,STATE_SUZHOU,STATE_ZHEJIANG",building_cotton_plantation building_silk_plantation building_textile_mill,country_authority_mult=0.10 ; country_influence_mult=0.10,prestige_good_suzhou_silk
company_russian_american_company,00_companies_mp1.txt,(broad),building_coal_mine building_fishing_wharf building_logging_camp building_port building_whaling_station,state_colony_growth_speed_mult=0.1 ; state_conversion_mult=0.05 ; building_textile_mill_throughput_add=0.05,prestige_good_generic_meat
company_maison_worth,00_companies_mp1.txt,region:STATE_ILE_DE_FRANCE,building_art_academy building_cotton_plantation building_textile_mill,country_influence_mult=0.05 ; country_leverage_generation_mult=0.05 ; state_assimilation_mult=0.05,prestige_good_haute_couture
company_lee_wilson,00_companies_mp1.txt,region:STATE_ARKANSAS,building_cotton_plantation building_logging_camp building_railway building_wheat_farm,building_power_plant_throughput_add=0.05 ; building_textile_mill_throughput_add=0.1,prestige_good_sea_island_cotton
company_colt_firearms,00_companies_mp1.txt,region:STATE_CONNECTICUT,building_arms_industry building_munition_plant,building_arms_industry_throughput_add=0.1 ; unit_army_offense_mult=0.1,prestige_good_colt_revolvers
company_gebruder_thonet,00_companies_mp1.txt,region:STATE_AUSTRIA,building_furniture_manufactory building_logging_camp,interest_group_ig_petty_bourgeoisie_pop_attraction_mult=0.05 ; state_radicals_from_political_movements_mult=-0.05 ; building_furniture_manufactory_throughput_add=0.1,prestige_good_bentwood_furniture
company_kinkozan_sobei,00_companies_mp1.txt,region:STATE_KANSAI,building_glassworks building_logging_camp,country_influence_mult=0.05 ; country_infamy_decay_mult=0.1 ; country_leverage_generation_mult=0.05,prestige_good_satsuma_ware
company_maple_and_co,00_companies_mp1.txt,region:STATE_HOME_COUNTIES,building_furniture_manufactory building_logging_camp,country_prestige_mult=0.05 ; building_group_bg_government_throughput_add=0.1,prestige_good_english_upholstery
company_ong_lung_sheng_tea_company,00_companies_mp1.txt,(broad),building_food_industry building_tea_plantation,country_bureaucracy_mult=0.05 ; country_loyalists_from_legitimacy_mult=0.05,prestige_good_china_tea
company_anglo_sicilian_sulphur_company,00_companies_mp1.txt,tag:GBR; region:STATE_SICILY,building_port building_sulfur_mine,building_munition_plant_throughput_add=0.1 ; building_group_bg_plantations_throughput_add=0.05 ; building_group_bg_agriculture_throughput_add=0.05,prestige_good_sicilian_sulfur
company_mantero_seta,00_companies_mp1.txt,region:STATE_LOMBARDY,building_cotton_plantation building_silk_plantation building_textile_mill,country_prestige_mult=0.05 ; building_synthetics_plant_throughput_add=0.1,prestige_good_como_silk
company_norsk_hydro,00_companies_mp1.txt,region:STATE_WESTERN_NORWAY,building_chemical_plant building_power_plant building_sulfur_mine,building_group_bg_agriculture_throughput_add=0.1 ; country_production_tech_spread_mult=0.05,
company_massey_harris,00_companies_mp1.txt,region:STATE_ONTARIO,building_iron_mine building_motor_industry building_tooling_workshop,building_group_bg_agriculture_throughput_add=0.15,prestige_good_generic_tools
company_de_beers,00_companies_mp1.txt,(broad),building_gold_mine building_iron_mine,country_prestige_mult=0.1 ; country_leverage_generation_mult=0.05 ; state_colony_growth_speed_mult=0.05,
company_john_holt,00_companies_mp1.txt,(broad),building_logging_camp building_port building_rubber_plantation building_shipyard,building_group_bg_plantations_throughput_add=0.1 ; country_bureaucracy_investment_cost_factor_mult=-0.05,
company_imperial_ethiopian_railways,00_companies_mp1.txt,(broad),building_motor_industry building_railway,building_coffee_plantation_throughput_add=0.1 ; building_livestock_ranch_throughput_add=0.05,
company_lanfang_kongsi,00_companies_mp1.txt,"culture:hakka; region:STATE_EAST_BORNEO,STATE_NORTH_BORNEO,STATE_WEST_BORNEO",building_gold_mine building_iron_mine building_port building_rice_farm,building_group_bg_agriculture_throughput_add=0.05 ; battle_defense_owned_province_mult=0.1,
company_paradox,00_companies_mp1.txt,region:STATE_SVEALAND,building_art_academy building_coal_mine building_electrics_industry building_paper_mill,country_prestige_mult=0.25 ; country_leverage_generation_mult=0.25,prestige_good_grand_strategy_games
company_vodka_monopoly,00_companies_russia.txt,culture:russian,building_food_industry building_rye_farm building_vineyard building_wheat_farm,state_radicals_from_political_movements_mult=-0.15,prestige_good_smirnoff_vodka
company_putilov_company,00_companies_russia.txt,region:STATE_INGRIA,building_artillery_foundry building_explosives_factory building_motor_industry building_munition_plant building_shipyard,building_railway_throughput_add=0.1 ; state_infrastructure_mult=0.05,prestige_good_generic_artillery
company_branobel,00_companies_russia.txt,region:STATE_AZERBAIJAN,building_oil_rig building_power_plant,state_migration_pull_mult=0.1 ; building_railway_throughput_add=0.05,prestige_good_baku_oil
company_izhevsk_arms_plant,00_companies_russia.txt,region:STATE_PERM,building_arms_industry building_artillery_foundry building_munition_plant building_steel_mill,building_arms_industry_throughput_add=0.1 ; building_artillery_foundry_throughput_add=0.1,prestige_good_generic_small_arms
company_savva_morozov,00_companies_russia.txt,region:STATE_MOSCOW,building_cotton_plantation building_textile_mill,country_prestige_mult=0.1 ; interest_group_ig_industrialists_pop_attraction_mult=0.1,prestige_good_generic_clothes
company_john_hughes,00_companies_russia.txt,"region:STATE_KHARKOV,STATE_TAURIDA",building_coal_mine building_iron_mine building_railway building_steel_mill,building_railway_throughput_add=0.1 ; interest_group_ig_industrialists_approval_add=2,prestige_good_russia_iron
company_da_afghan_nassaji_sherkat,00_companies_soi.txt,region:STATE_BALKH,building_cotton_plantation building_textile_mill,state_trade_capacity_mult=0.05 ; building_cotton_plantation_throughput_add=0.1,prestige_good_generic_clothes
company_iranian_state_railway,00_companies_soi.txt,culture:persian,building_motor_industry building_railway,state_assimilation_mult=0.1,
company_tashkent_railroad,00_companies_soi.txt,region:STATE_FERGANA,building_motor_industry building_railway,building_cotton_plantation_throughput_add=0.1,
company_west_ural_petroleum,00_companies_soi.txt,region:STATE_URALSK,building_oil_rig building_power_plant building_railway,state_colony_growth_speed_mult=0.1 ; building_power_plant_throughput_add=0.05,
company_sherkat_shemali,00_companies_soi.txt,region:STATE_BALKH,building_cotton_plantation building_textile_mill,building_opium_plantation_throughput_add=0.2,
company_opium_export_monopoly,00_companies_soi.txt,(broad),building_opium_plantation building_tobacco_plantation,state_radicals_from_political_movements_mult=-0.1 ; unit_morale_recovery_mult=0.1,prestige_good_generic_opium
company_sherkate_eslamiya,00_companies_soi.txt,region:STATE_ISFAHAN,building_cotton_plantation building_textile_mill,country_state_religion_wages_mult=0.2,prestige_good_generic_clothes
company_nicolas_portalis,00_companies_soi.txt,region:STATE_LEBANON,building_cotton_plantation building_silk_plantation,country_prestige_mult=0.1 ; state_radicalism_increases_violent_hostility_mult=-0.05 ; state_radicalism_increases_cultural_erasure_mult=-0.05 ; state_radicalism_increases_open_prejudice_mult=-0.05,
company_hanseong_jeongi_hoesa,00_companies_soi.txt,region:STATE_SEOUL,building_power_plant building_railway,building_art_academy_throughput_add=0.05 ; building_railway_throughput_add=0.05,
company_kirgizian_mining_company,00_companies_soi.txt,region:STATE_SEMIRECHE,building_coal_mine building_iron_mine,building_power_plant_throughput_add=0.1,
company_persshelk,00_companies_soi.txt,culture:russian,building_silk_plantation building_textile_mill,country_prestige_mult=0.05 ; interest_group_ig_petty_bourgeoisie_pop_attraction_mult=0.1,
company_perskhlopok,00_companies_soi.txt,culture:russian,building_cotton_plantation building_textile_mill,building_textile_mill_throughput_add=0.05 ; interest_group_ig_rural_folk_approval_add=2,
company_moscow_irrigation_company,00_companies_soi.txt,"region:STATE_FERGANA,STATE_MOSCOW",building_cotton_plantation building_opium_plantation building_rice_farm building_wheat_farm,building_cotton_plantation_throughput_add=0.2 ; interest_group_ig_industrialists_pop_attraction_mult=0.05,prestige_good_generic_grain
company_guinness,00_companies_soi.txt,region:STATE_LEINSTER,building_food_industry building_rye_farm building_wheat_farm,state_radicals_from_political_movements_mult=-0.1 ; state_radicalism_increases_violent_hostility_mult=-0.05 ; state_radicalism_increases_cultural_erasure_mult=-0.05 ; state_radicalism_increases_open_prejudice_mult=-0.05,prestige_good_generic_groceries
company_oriental_development_company,00_companies_soi.txt,culture:korean,building_food_industry building_maize_farm building_millet_farm building_rice_farm building_wheat_farm,building_railway_throughput_add=0.05 ; state_migration_pull_mult=0.1,prestige_good_generic_grain
company_turkish_petroleum,00_companies_soi.txt,"region:STATE_BAGHDAD,STATE_BASRA,STATE_MOSUL",building_oil_rig building_power_plant,state_trade_capacity_mult=0.05 ; building_railway_throughput_add=0.05,
company_anglo_persian_oil,00_companies_soi.txt,"culture:british,persian; region:STATE_KHUZESTAN",building_oil_rig building_power_plant,building_group_bg_oil_extraction_throughput_add=0.3,
company_national_iranian_oil,00_companies_soi.txt,"culture:british,persian; region:STATE_KHUZESTAN",building_oil_rig building_power_plant,interest_group_ig_industrialists_pop_attraction_mult=0.1 ; country_loyalists_from_legitimacy_mult=0.1,
company_ingolstadt_electrical_company,00_companies_totally_normal.txt,region:STATE_BAVARIA,building_livestock_ranch building_power_plant building_textile_mill,state_mortality_mult=0.05 ; state_radicals_from_political_movements_mult=0.1 ; country_tech_research_speed_mult=0.10,
company_standard_oil,00_companies_usa.txt,(broad),building_oil_rig building_port building_railway,building_railway_throughput_add=0.2,
company_united_fruit,00_companies_usa.txt,"culture:dixie,yankee; region:STATE_LOUISIANA",building_banana_plantation building_railway building_sugar_plantation,building_group_bg_plantations_throughput_add=0.2 ; country_infamy_decay_mult=-0.25,prestige_good_gros_michel_banana
company_us_steel,00_companies_usa.txt,region:STATE_PENNSYLVANIA,building_art_academy building_coal_mine building_iron_mine building_steel_mill,building_railway_throughput_add=0.1 ; building_shipyard_throughput_add=0.1,prestige_good_generic_steel
company_general_electric,00_companies_usa.txt,"region:STATE_MASSACHUSETTS,STATE_NEW_YORK",building_electrics_industry building_motor_industry building_power_plant,building_motor_industry_throughput_add=0.1 ; country_weekly_innovation_mult=0.05,prestige_good_radiola_radios
company_william_cramp,00_companies_usa.txt,"region:STATE_DELAWARE,STATE_MARYLAND,STATE_NEW_JERSEY",building_artillery_foundry building_motor_industry building_shipyard,ship_hull_damage_mult=0.025 ; ship_armor_mult=0.025,
company_ford_motor,00_companies_usa.txt,region:STATE_MICHIGAN,building_automotive_industry building_motor_industry building_rubber_plantation building_steel_mill,building_motor_industry_throughput_add=0.15 ; building_automotive_industry_throughput_add=0.05,prestige_good_ford_automobiles
company_basic_agriculture_1,99_basic_companies.txt,(broad),building_maize_farm building_rye_farm building_wheat_farm,building_livestock_ranch_throughput_add=0.1,prestige_good_generic_grain
company_basic_agriculture_2,99_basic_companies.txt,(broad),building_maize_farm building_millet_farm building_rice_farm building_rye_farm,building_livestock_ranch_throughput_add=0.1 ; building_food_industry_throughput_add=0.1,prestige_good_generic_grain
company_basic_fabrics,99_basic_companies.txt,(broad),building_cotton_plantation building_livestock_ranch building_textile_mill,building_textile_mill_throughput_add=0.1,prestige_good_generic_meat
company_basic_colonial_plantations_1,99_basic_companies.txt,(broad),building_opium_plantation building_tea_plantation building_tobacco_plantation,state_radicals_from_political_movements_mult=-0.1,prestige_good_generic_opium
company_basic_colonial_plantations_2,99_basic_companies.txt,(broad),building_coffee_plantation building_sugar_plantation building_tea_plantation building_tobacco_plantation,state_colony_growth_speed_mult=0.1,prestige_good_generic_coffee
company_basic_silk_and_dye,99_basic_companies.txt,(broad),building_dye_plantation building_silk_plantation building_textile_mill,country_influence_mult=0.1 ; building_textile_mill_throughput_add=0.1,
company_basic_wine_and_fruit,99_basic_companies.txt,(broad),building_banana_plantation building_sugar_plantation building_vineyard,country_prestige_mult=0.1,
company_basic_fishing,99_basic_companies.txt,(broad),building_fishing_wharf building_shipyard building_whaling_station,country_ship_group_supply_ships_construction_efficiency_add=0.1 ; building_shipyard_throughput_add=0.05,prestige_good_generic_fish
company_basic_forestry,99_basic_companies.txt,(broad),building_logging_camp building_rubber_plantation building_tooling_workshop,state_infrastructure_from_population_add=0.7 ; state_infrastructure_from_population_max_add=15,
company_basic_oil,99_basic_companies.txt,(broad),building_coal_mine building_oil_rig,state_migration_pull_mult=0.1,
company_basic_gold_mining,99_basic_companies.txt,(broad),building_gold_mine building_lead_mine,country_minting_mult=0.05 ; state_loyalists_from_political_movements_mult=0.05,
company_basic_metal_mining,99_basic_companies.txt,(broad),building_coal_mine building_iron_mine building_lead_mine,building_steel_mill_throughput_add=0.1 ; state_pollution_reduction_health_mult=0.05,
company_basic_mineral_mining,99_basic_companies.txt,(broad),building_coal_mine building_iron_mine building_sulfur_mine,building_chemical_plant_throughput_add=0.1,
company_basic_food,99_basic_companies.txt,(broad),building_food_industry building_livestock_ranch building_wheat_farm,state_birth_rate_mult=0.05,prestige_good_generic_groceries
company_basic_paper,99_basic_companies.txt,(broad),building_logging_camp building_paper_mill,country_bureaucracy_mult=0.1,prestige_good_generic_paper
company_basic_home_goods,99_basic_companies.txt,(broad),building_furniture_manufactory building_glassworks building_lead_mine building_logging_camp,state_loyalists_from_political_movements_mult=0.075,prestige_good_generic_furniture
company_basic_textiles,99_basic_companies.txt,(broad),building_cotton_plantation building_silk_plantation building_textile_mill,state_radicals_from_political_movements_mult=-0.1,prestige_good_generic_clothes
company_basic_steel,99_basic_companies.txt,(broad),building_coal_mine building_iron_mine building_steel_mill,state_construction_mult=0.05,prestige_good_generic_steel
company_basic_metalworks,99_basic_companies.txt,(broad),building_steel_mill building_tooling_workshop,building_group_bg_manufacturing_throughput_add=0.05,prestige_good_generic_tools
company_basic_shipyards,99_basic_companies.txt,(broad),building_logging_camp building_shipyard,ship_hull_damage_mult=0.05,
company_basic_chemicals,99_basic_companies.txt,(broad),building_chemical_plant building_sulfur_mine building_synthetics_plant,unit_supply_consumption_mult=-0.05 ; building_chemical_plant_throughput_add=0.1,prestige_good_generic_fertilizer
company_basic_motors,99_basic_companies.txt,(broad),building_automotive_industry building_motor_industry building_steel_mill,military_formation_army_movement_speed_mult=0.1 ; military_formation_fleet_movement_speed_mult=0.1,
company_basic_munitions,99_basic_companies.txt,(broad),building_explosives_factory building_munition_plant building_steel_mill building_sulfur_mine,country_military_goods_cost_mult=-0.1,prestige_good_generic_explosives
company_basic_electrics,99_basic_companies.txt,(broad),building_electrics_industry building_iron_mine building_rubber_plantation,building_power_plant_throughput_add=0.1,
company_basic_weapons,99_basic_companies.txt,(broad),building_arms_industry building_artillery_foundry building_automotive_industry building_steel_mill,unit_army_offense_mult=0.05 ; unit_army_defense_mult=0.05,prestige_good_generic_small_arms
company_construction_power_bloc,99_basic_companies.txt,(broad),building_glassworks building_lead_mine building_steel_mill building_tooling_workshop,building_construction_sector_throughput_add=0.2,
