tag,state,division_pop,building
UBD,STATE_COURLAND,467752,government_administration
UBD,STATE_COURLAND,467752,port
UBD,STATE_COURLAND,467752,trade_center
UCA,STATE_GUATEMALA,476404,trade_center
UCA,STATE_HONDURAS,388204,government_administration
UCA,STATE_HONDURAS,388204,trade_center
UCA,STATE_SAN_SALVADOR,428204,port
UCA,STATE_SAN_SALVADOR,428204,trade_center
USA,STATE_ALABAMA,600480,trade_center
USA,STATE_GEORGIA,598574,trade_center
USA,STATE_ILLINOIS,456400,government_administration
USA,STATE_INDIANA,663508,trade_center
USA,STATE_KENTUCKY,744376,trade_center
USA,STATE_MAINE,397228,trade_center
USA,STATE_NORTH_CAROLINA,740144,trade_center
USA,STATE_OHIO,1344212,trade_center
USA,STATE_TENNESSEE,772128,trade_center
USA,STATE_VIRGINIA,818796,trade_center
VNZ,STATE_ZULIA,431116,port
VNZ,STATE_ZULIA,431116,trade_center
WAL,STATE_WALLACHIA,2227865,trade_center
WLG,STATE_AMHARA,403604,government_administration
WLG,STATE_AMHARA,403604,trade_center
WUR,STATE_WURTTEMBERG,1719750,trade_center
ZAI,STATE_YEMEN,947800,government_administration
ZAI,STATE_YEMEN,947800,trade_center

# DECENTRALIZED owners skipped (cannot build; review):,,,
BNG,STATE_EQUATEUR,625200,SKIPPED_decentralized
BRN,STATE_AMHARA,432604,SKIPPED_decentralized
DLA,STATE_SOUTH_CAMEROON,680000,SKIPPED_decentralized
EWE,STATE_TOGO,383996,SKIPPED_decentralized
FNG,STATE_SOUTH_CAMEROON,578992,SKIPPED_decentralized
HHE,STATE_LINDI,363904,SKIPPED_decentralized
IBO,STATE_NIGER_DELTA,2346000,SKIPPED_decentralized
KBA,STATE_KASAI,804000,SKIPPED_decentralized
LBA,STATE_KASAI,492000,SKIPPED_decentralized
MNB,STATE_CONGO_ORIENTALE,468000,SKIPPED_decentralized
MND,STATE_MINDANAO,506235,SKIPPED_decentralized
MOS,STATE_VOLTA,1427196,SKIPPED_decentralized
MRV,STATE_MOCAMBIQUE,807300,SKIPPED_decentralized
NYM,STATE_TANGANYIKA,585900,SKIPPED_decentralized
OGD,STATE_OROMIA,388483,SKIPPED_decentralized
PPU,STATE_EASTERN_NEW_GUINEA,400102,SKIPPED_decentralized
PPU,STATE_WESTERN_NEW_GUINEA,351996,SKIPPED_decentralized
SLW,STATE_CELEBES,449196,SKIPPED_decentralized
ZND,STATE_CONGO_ORIENTALE,409512,SKIPPED_decentralized
