tag,building,kind,need,rank,state,pop,levels,left,basis,group,fd_region,map_src
GBR,building_furniture_manufactory,support,2,2,STATE_MIDLANDS,2580004,1,99,no_cap,bg_light_industry,STATE_HOME_COUNTIES,state_regions/00_west_europe.txt
TUR,building_tobacco_plantation,champ,18,1,STATE_ANKARA,1579415,1,61,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,2,STATE_EASTERN_THRACE,1342988,1,27,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_tobacco_plantation,champ,18,3,STATE_ALBANIA,1263208,1,49,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_tobacco_plantation,champ,18,4,STATE_THESSALIA,1131904,1,48,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_tobacco_plantation,champ,18,5,STATE_HUDAVENDIGAR,1038367,1,39,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,6,STATE_AYDIN,1003276,1,33,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,7,STATE_TRABZON,913612,1,39,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,8,STATE_ERZURUM,880846,1,39,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,9,STATE_BOSNIA,864500,1,40,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_tobacco_plantation,champ,18,10,STATE_NORTHERN_THRACE,853608,1,29,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_tobacco_plantation,champ,18,11,STATE_KONYA,801714,1,38,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,12,STATE_KASTAMONU,774816,1,34,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,13,STATE_SKOPIA,736892,1,29,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_tobacco_plantation,champ,18,14,STATE_WESTERN_THRACE,732608,1,19,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_tobacco_plantation,champ,18,15,STATE_DIYARBAKIR,712235,1,38,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,16,STATE_MOSUL,593804,1,30,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,17,STATE_BAGHDAD,500994,1,38,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tobacco_plantation,champ,18,18,STATE_MACEDONIA,446104,1,19,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_tea_plantation,support,2,1,STATE_ANKARA,1579415,1,61,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_tea_plantation,support,2,2,STATE_HUDAVENDIGAR,1038367,1,39,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_wheat_farm,support,2,1,STATE_ANKARA,1579415,1,61,arable_land,bg_staple_crops,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_wheat_farm,support,2,2,STATE_EASTERN_THRACE,1342988,1,27,arable_land,bg_staple_crops,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_livestock_ranch,support,2,1,STATE_ANKARA,1579415,1,61,arable_land,bg_ranching,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_livestock_ranch,support,2,2,STATE_EASTERN_THRACE,1342988,1,27,arable_land,bg_ranching,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_paper_mill,support,2,1,STATE_ANKARA,1579415,1,99,no_cap,bg_light_industry,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_paper_mill,support,2,2,STATE_EASTERN_THRACE,1342988,1,99,no_cap,bg_light_industry,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_cotton_plantation,support,2,1,STATE_ANKARA,1579415,1,61,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/08_middle_east.txt
TUR,building_cotton_plantation,support,2,2,STATE_EASTERN_THRACE,1342988,1,27,arable_land,bg_plantations,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_fishing_wharf,support,2,1,STATE_EASTERN_THRACE,1342988,1,10,capped_resources,bg_fishing,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
TUR,building_fishing_wharf,support,2,2,STATE_ALBANIA,1263208,1,7,capped_resources,bg_fishing,STATE_EASTERN_THRACE,state_regions/01_south_europe.txt
JAP,building_fishing_wharf,champ,16,1,STATE_KANTO,5004465,2,20,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,2,STATE_TOKAI,4192918,2,25,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,3,STATE_KYUSHU,4141707,2,17,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,4,STATE_HOKUSHINETSU,4138700,2,25,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,5,STATE_CHUGOKU,4077516,2,11,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,6,STATE_KANSAI,3986882,1,9,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,7,STATE_TOHOKU,3157725,1,21,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,8,STATE_SHIKOKU,2319419,1,9,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,9,STATE_KYOTO,1377948,1,10,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,10,STATE_RYUKYU_ISLANDS,117451,1,5,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_fishing_wharf,champ,16,11,STATE_HOKKAIDO,31204,1,20,capped_resources,bg_fishing,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_paper_mill,support,2,1,STATE_KANTO,5004465,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_paper_mill,support,2,2,STATE_TOKAI,4192918,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_food_industry,support,2,1,STATE_KANTO,5004465,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_food_industry,support,2,2,STATE_TOKAI,4192918,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_furniture_manufactory,support,2,1,STATE_KANTO,5004465,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_furniture_manufactory,support,2,2,STATE_TOKAI,4192918,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_glassworks,support,2,1,STATE_KANTO,5004465,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_glassworks,support,2,2,STATE_TOKAI,4192918,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_textile_mill,support,2,1,STATE_KANTO,5004465,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_textile_mill,support,2,2,STATE_TOKAI,4192918,1,99,no_cap,bg_light_industry,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_silk_plantation,support,2,1,STATE_KANTO,5004465,1,127,arable_land,bg_plantations,STATE_KYOTO,state_regions/11_east_asia.txt
JAP,building_silk_plantation,support,2,2,STATE_TOKAI,4192918,1,106,arable_land,bg_plantations,STATE_KYOTO,state_regions/11_east_asia.txt
PRU,building_steel_mill,champ,14,1,STATE_LOWER_SILESIA,1919162,2,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_steel_mill,champ,14,2,STATE_BRANDENBURG,1631504,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/00_west_europe.txt
PRU,building_steel_mill,champ,14,3,STATE_POSEN,1568764,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_steel_mill,champ,14,4,STATE_ANHALT,1383392,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/00_west_europe.txt
PRU,building_steel_mill,champ,14,5,STATE_WESTPHALIA,1278830,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/00_west_europe.txt
PRU,building_steel_mill,champ,14,6,STATE_POMERANIA,1147800,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/00_west_europe.txt
PRU,building_steel_mill,champ,14,7,STATE_NORTH_RHINE,1015728,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/00_west_europe.txt
PRU,building_steel_mill,champ,14,8,STATE_EAST_PRUSSIA,859792,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_steel_mill,champ,14,9,STATE_RUHR,856288,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/00_west_europe.txt
PRU,building_steel_mill,champ,14,10,STATE_WEST_PRUSSIA,797004,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_steel_mill,champ,14,11,STATE_RHINELAND,756392,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/00_west_europe.txt
PRU,building_steel_mill,champ,14,12,STATE_UPPER_SILESIA,735861,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_steel_mill,champ,14,13,STATE_BRUNSWICK,112000,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/00_west_europe.txt
PRU,building_tooling_workshop,support,1,1,STATE_LOWER_SILESIA,1919162,1,99,no_cap,bg_light_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_iron_mine,support,1,1,STATE_LOWER_SILESIA,1919162,1,20,capped_resources,bg_mining,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_coal_mine,support,1,1,STATE_LOWER_SILESIA,1919162,1,19,capped_resources,bg_mining,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_artillery_foundry,support,1,1,STATE_LOWER_SILESIA,1919162,1,99,no_cap,bg_military_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_chemical_plant,support,1,1,STATE_LOWER_SILESIA,1919162,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
PRU,building_motor_industry,support,1,1,STATE_LOWER_SILESIA,1919162,1,99,no_cap,bg_heavy_industry,STATE_BRANDENBURG,state_regions/02_east_europe.txt
SPA,building_furniture_manufactory,champ,12,1,STATE_NEW_CASTILE,1578858,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,2,STATE_GALICIA,1485255,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,3,STATE_OLD_CASTILE,1274098,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,4,STATE_LOWER_ANDALUSIA,1215991,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,5,STATE_UPPER_ANDALUSIA,1188141,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,6,STATE_CATALONIA,976110,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,7,STATE_VALENCIA,965789,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,8,STATE_LEON,642921,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,9,STATE_ARAGON,634562,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,10,STATE_EXTREMADURA,552368,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,11,STATE_MURCIA,474306,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_furniture_manufactory,champ,12,12,STATE_ASTURIAS,438563,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_cotton_plantation,support,1,1,STATE_NEW_CASTILE,1578858,1,48,arable_land,bg_plantations,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_paper_mill,support,1,1,STATE_NEW_CASTILE,1578858,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_food_industry,support,1,1,STATE_NEW_CASTILE,1578858,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_textile_mill,support,1,1,STATE_NEW_CASTILE,1578858,1,99,no_cap,bg_light_industry,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_vineyard,support,1,1,STATE_NEW_CASTILE,1578858,1,48,arable_land,bg_agriculture,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
SPA,building_fishing_wharf,support,1,1,STATE_GALICIA,1485255,1,7,capped_resources,bg_fishing,STATE_NEW_CASTILE,state_regions/01_south_europe.txt
AUS,building_furniture_manufactory,champ,12,1,STATE_BOHEMIA,4150412,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_furniture_manufactory,champ,12,2,STATE_EAST_GALICIA,2448608,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/02_east_europe.txt
AUS,building_furniture_manufactory,champ,12,3,STATE_LOMBARDY,2377392,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/01_south_europe.txt
AUS,building_furniture_manufactory,champ,12,4,STATE_MORAVIA,2098396,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_furniture_manufactory,champ,12,5,STATE_WEST_GALICIA,2056004,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/02_east_europe.txt
AUS,building_furniture_manufactory,champ,12,6,STATE_AUSTRIA,2014400,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_furniture_manufactory,champ,12,7,STATE_VENETIA,1857196,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/01_south_europe.txt
AUS,building_furniture_manufactory,champ,12,8,STATE_STYRIA,736796,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_furniture_manufactory,champ,12,9,STATE_ISTRIA,680096,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/01_south_europe.txt
AUS,building_furniture_manufactory,champ,12,10,STATE_TYROL,559304,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_furniture_manufactory,champ,12,11,STATE_SOUTH_TYROL,491000,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_furniture_manufactory,champ,12,12,STATE_SLOVENIA,485788,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/01_south_europe.txt
AUS,building_glassworks,support,1,1,STATE_BOHEMIA,4150412,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_cotton_plantation,support,1,1,STATE_LOMBARDY,2377392,1,108,arable_land,bg_plantations,STATE_AUSTRIA,state_regions/01_south_europe.txt
AUS,building_tooling_workshop,support,1,1,STATE_BOHEMIA,4150412,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_textile_mill,support,1,1,STATE_BOHEMIA,4150412,1,99,no_cap,bg_light_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_arms_industry,support,1,1,STATE_BOHEMIA,4150412,1,99,no_cap,bg_military_industry,STATE_AUSTRIA,state_regions/00_west_europe.txt
AUS,building_silk_plantation,support,1,1,STATE_LOMBARDY,2377392,1,108,arable_land,bg_plantations,STATE_AUSTRIA,state_regions/01_south_europe.txt
MEX,building_tobacco_plantation,champ,12,1,STATE_MEXICO,1811090,2,155,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_tobacco_plantation,champ,12,2,STATE_JALISCO,1190161,2,79,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_tobacco_plantation,champ,12,3,STATE_BAJIO,950333,2,98,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_tobacco_plantation,champ,12,4,STATE_OAXACA,479674,1,120,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_tobacco_plantation,champ,12,5,STATE_ZACATECAS,313308,1,79,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_tobacco_plantation,champ,12,6,STATE_VERACRUZ,251061,1,159,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_tobacco_plantation,champ,12,7,STATE_GUERRERO,231320,1,120,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_tobacco_plantation,champ,12,8,STATE_CHIAPAS,130010,1,39,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_tobacco_plantation,champ,12,9,STATE_BAJA_CALIFORNIA,22864,1,20,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_cotton_plantation,support,1,1,STATE_RIO_GRANDE,224503,1,39,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_paper_mill,support,1,1,STATE_MEXICO,1811090,1,99,no_cap,bg_light_industry,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_food_industry,support,1,1,STATE_MEXICO,1811090,1,99,no_cap,bg_light_industry,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_dye_plantation,support,1,1,STATE_MEXICO,1811090,1,155,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_coffee_plantation,support,1,1,STATE_MEXICO,1811090,1,155,arable_land,bg_plantations,STATE_MEXICO,state_regions/05_north_america.txt
MEX,building_fishing_wharf,support,1,1,STATE_JALISCO,1190161,1,7,capped_resources,bg_fishing,STATE_MEXICO,state_regions/05_north_america.txt
KOR,building_logging_camp,champ,10,1,STATE_YANGHO,4552487,2,6,capped_resources,bg_logging,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_logging_camp,champ,10,2,STATE_PYONGYANG,3612828,2,13,capped_resources,bg_logging,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_logging_camp,champ,10,3,STATE_BUSAN,3597837,2,5,capped_resources,bg_logging,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_logging_camp,champ,10,4,STATE_SEOUL,2818978,2,18,capped_resources,bg_logging,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_logging_camp,champ,10,5,STATE_SARIWON,1620102,2,19,capped_resources,bg_logging,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_tobacco_plantation,support,1,1,STATE_YANGHO,4552487,1,108,arable_land,bg_plantations,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_cotton_plantation,support,1,1,STATE_YANGHO,4552487,1,108,arable_land,bg_plantations,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_iron_mine,support,1,1,STATE_PYONGYANG,3612828,1,34,capped_resources,bg_mining,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_fishing_wharf,support,1,1,STATE_YANGHO,4552487,1,7,capped_resources,bg_fishing,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_paper_mill,support,1,1,STATE_YANGHO,4552487,1,99,no_cap,bg_light_industry,STATE_SEOUL,state_regions/11_east_asia.txt
KOR,building_silk_plantation,support,1,1,STATE_YANGHO,4552487,1,108,arable_land,bg_plantations,STATE_SEOUL,state_regions/11_east_asia.txt
BRZ,building_banana_plantation,champ,10,1,STATE_BAHIA,731500,1,76,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,2,STATE_MINAS_GERAIS,729904,1,147,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,3,STATE_PERNAMBUCO,707769,1,58,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,4,STATE_RIO_DE_JANEIRO,582808,1,78,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,5,STATE_SAO_PAULO,334077,1,127,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,6,STATE_CEARA,211451,1,29,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,7,STATE_MARANHAO,148249,1,30,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,8,STATE_PARAIBA,135764,1,50,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,9,STATE_MATO_GROSSO,103932,1,60,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_banana_plantation,champ,10,10,STATE_PIAUI,94932,1,30,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_food_industry,support,1,1,STATE_BAHIA,731500,1,99,no_cap,bg_light_industry,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_furniture_manufactory,support,1,1,STATE_BAHIA,731500,1,99,no_cap,bg_light_industry,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_logging_camp,support,1,1,STATE_BAHIA,731500,1,18,capped_resources,bg_logging,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_coffee_plantation,support,1,1,STATE_BAHIA,731500,1,76,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_sugar_plantation,support,1,1,STATE_BAHIA,731500,1,76,arable_land,bg_plantations,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
BRZ,building_fishing_wharf,support,1,1,STATE_BAHIA,731500,1,7,capped_resources,bg_fishing,STATE_RIO_DE_JANEIRO,state_regions/07_south_america.txt
PER,building_textile_mill,champ,10,1,STATE_IRAKAJEMI,1509713,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,2,STATE_MAZANDARAN,1026936,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,3,STATE_TABRIZ,914086,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,4,STATE_KHORASAN,715822,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,5,STATE_FARS,538436,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,6,STATE_ISFAHAN,499382,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,7,STATE_PERSIAN_KURDISTAN,401370,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,8,STATE_URMIA,360941,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,9,STATE_LURISTAN,325202,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_textile_mill,champ,10,10,STATE_KERMAN,227689,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_opium_plantation,support,1,1,STATE_IRAKAJEMI,1509713,1,48,arable_land,bg_plantations,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_fishing_wharf,support,1,1,STATE_FARS,538436,1,6,capped_resources,bg_fishing,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_furniture_manufactory,support,1,1,STATE_IRAKAJEMI,1509713,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_glassworks,support,1,1,STATE_IRAKAJEMI,1509713,1,99,no_cap,bg_light_industry,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_cotton_plantation,support,1,1,STATE_IRAKAJEMI,1509713,1,48,arable_land,bg_plantations,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
PER,building_logging_camp,support,1,1,STATE_IRAKAJEMI,1509713,1,6,capped_resources,bg_logging,STATE_IRAKAJEMI,state_regions/08_middle_east.txt
EGY,building_cotton_plantation,champ,10,1,STATE_LOWER_EGYPT,2670504,1,75,arable_land,bg_plantations,STATE_LOWER_EGYPT,state_regions/03_north_africa.txt
EGY,building_cotton_plantation,champ,10,2,STATE_MIDDLE_EGYPT,1157903,1,47,arable_land,bg_plantations,STATE_LOWER_EGYPT,state_regions/03_north_africa.txt
EGY,building_cotton_plantation,champ,10,3,STATE_BLUE_NILE,1149592,1,58,arable_land,bg_plantations,STATE_LOWER_EGYPT,state_regions/03_north_africa.txt
EGY,building_cotton_plantation,champ,10,4,STATE_ALEPPO,593000,1,38,arable_land,bg_plantations,STATE_LOWER_EGYPT,state_regions/08_middle_east.txt
EGY,building_cotton_plantation,champ,10,5,STATE_SYRIA,540200,1,30,arable_land,bg_plantations,STATE_LOWER_EGYPT,state_regions/08_middle_east.txt
EGY,building_cotton_plantation,champ,10,6,STATE_UPPER_EGYPT,391745,1,39,arable_land,bg_plantations,STATE_LOWER_EGYPT,state_regions/03_north_africa.txt
