tag,country,state,building,building_group,category,levels
DAI,Dai Nam,ANNAM,port,private_infrastructure,development,1
DAI,Dai Nam,MEKONG,barrack,army,development,15
DAI,Dai Nam,MEKONG,fishing_wharf,fishing,fishing,1
DAI,Dai Nam,MEKONG,port,private_infrastructure,development,1
DAI,Dai Nam,MEKONG,rice_farm,staple_crops,agriculture,1
DAI,Dai Nam,MEKONG,trade_center,trade,trade,1
DAI,Dai Nam,TONKIN,barrack,army,development,20
DAI,Dai Nam,TONKIN,government_administration,bureaucracy,development,3
DAI,Dai Nam,TONKIN,opium_plantation,plantations,plantation,2
DAI,Dai Nam,TONKIN,tea_plantation,plantations,plantation,2
DAI,Dai Nam,TONKIN,rice_farm,staple_crops,agriculture,1
DEI,Dutch East Indies,ACEH,rice_farm,staple_crops,agriculture,1
DEI,Dutch East Indies,CELEBES,port,private_infrastructure,development,1
DEI,Dutch East Indies,CELEBES,tea_plantation,plantations,plantation,1
DEI,Dutch East Indies,CENTRAL_JAVA,rice_farm,staple_crops,agriculture,5
DEI,Dutch East Indies,CENTRAL_JAVA,tobacco_plantation,plantations,plantation,3
DEI,Dutch East Indies,CENTRAL_JAVA,dye_plantation,plantations,plantation,2
DEI,Dutch East Indies,CENTRAL_JAVA,sugar_plantation,plantations,plantation,2
DEI,Dutch East Indies,CENTRAL_JAVA,coffee_plantation,plantations,plantation,1
DEI,Dutch East Indies,CENTRAL_JAVA,government_administration,bureaucracy,development,1
DEI,Dutch East Indies,CENTRAL_JAVA,logging_camp,logging,forestry,1
DEI,Dutch East Indies,CENTRAL_JAVA,tea_plantation,plantations,plantation,1
DEI,Dutch East Indies,EAST_BORNEO,port,private_infrastructure,development,1
DEI,Dutch East Indies,EAST_BORNEO,rice_farm,staple_crops,agriculture,1
DEI,Dutch East Indies,EAST_JAVA,rice_farm,staple_crops,agriculture,8
DEI,Dutch East Indies,EAST_JAVA,tobacco_plantation,plantations,plantation,5
DEI,Dutch East Indies,EAST_JAVA,dye_plantation,plantations,plantation,4
DEI,Dutch East Indies,EAST_JAVA,government_administration,bureaucracy,development,3
DEI,Dutch East Indies,EAST_JAVA,coffee_plantation,plantations,plantation,2
DEI,Dutch East Indies,EAST_JAVA,sugar_plantation,plantations,plantation,2
DEI,Dutch East Indies,EAST_JAVA,logging_camp,logging,forestry,1
DEI,Dutch East Indies,EAST_JAVA,naval_administration,naval_administration,development,1
DEI,Dutch East Indies,EAST_JAVA,tea_plantation,plantations,plantation,1
DEI,Dutch East Indies,MOLUCCAS,dye_plantation,plantations,plantation,2
DEI,Dutch East Indies,MOLUCCAS,port,private_infrastructure,development,1
DEI,Dutch East Indies,MOLUCCAS,tea_plantation,plantations,plantation,1
DEI,Dutch East Indies,NORTH_SUMATRA,government_administration,bureaucracy,development,1
DEI,Dutch East Indies,NORTH_SUMATRA,logging_camp,logging,forestry,1
DEI,Dutch East Indies,NORTH_SUMATRA,port,private_infrastructure,development,1
DEI,Dutch East Indies,SOUTH_SUMATRA,government_administration,bureaucracy,development,1
DEI,Dutch East Indies,SOUTH_SUMATRA,logging_camp,logging,forestry,1
DEI,Dutch East Indies,SOUTH_SUMATRA,tobacco_plantation,plantations,plantation,1
DEI,Dutch East Indies,SUNDA_ISLANDS,tobacco_plantation,plantations,plantation,3
DEI,Dutch East Indies,SUNDA_ISLANDS,port,private_infrastructure,development,1
DEI,Dutch East Indies,WEST_JAVA,rice_farm,staple_crops,agriculture,17
DEI,Dutch East Indies,WEST_JAVA,tobacco_plantation,plantations,plantation,10
DEI,Dutch East Indies,WEST_JAVA,trade_center,trade,trade,6
DEI,Dutch East Indies,WEST_JAVA,government_administration,bureaucracy,development,4
DEI,Dutch East Indies,WEST_JAVA,coffee_plantation,plantations,plantation,3
DEI,Dutch East Indies,WEST_JAVA,logging_camp,logging,forestry,3
DEI,Dutch East Indies,WEST_JAVA,construction_sector,construction,development,2
DEI,Dutch East Indies,WEST_JAVA,cotton_plantation,plantations,plantation,2
DEI,Dutch East Indies,WEST_JAVA,dye_plantation,plantations,plantation,2
DEI,Dutch East Indies,WEST_JAVA,naval_fortification,naval_fortification,development,1
DEI,Dutch East Indies,WEST_JAVA,port,private_infrastructure,development,1
DEI,Dutch East Indies,WEST_JAVA,shipyard,ship_construction,light_industry,1
BIC,East India,AGRA,cotton_plantation,plantations,plantation,6
BIC,East India,AGRA,dye_plantation,plantations,plantation,5
BIC,East India,AGRA,government_administration,bureaucracy,development,3
BIC,East India,AGRA,arms_industry,military_industry,heavy_industry,2
BIC,East India,AGRA,logging_camp,logging,forestry,2
BIC,East India,AGRA,textile_mill,light_industry,light_industry,2
BIC,East India,AGRA,furniture_manufactory,light_industry,light_industry,1
BIC,East India,AGRA,iron_mine,mining,mine,1
BIC,East India,AGRA,trade_center,trade,trade,1
BIC,East India,AGRA,taj_mahal,monuments,special,0
BIC,East India,ARAKAN,opium_plantation,plantations,plantation,1
BIC,East India,ASSAM,tea_plantation,plantations,plantation,2
BIC,East India,ASSAM,government_administration,bureaucracy,development,1
BIC,East India,ASSAM,logging_camp,logging,forestry,1
BIC,East India,AWADH,opium_plantation,plantations,plantation,18
BIC,East India,AWADH,dye_plantation,plantations,plantation,8
BIC,East India,AWADH,silk_plantation,plantations,plantation,4
BIC,East India,AWADH,banana_plantation,plantations,plantation,3
BIC,East India,AWADH,textile_mill,light_industry,light_industry,2
BIC,East India,BIHAR,opium_plantation,plantations,plantation,25
BIC,East India,BIHAR,dye_plantation,plantations,plantation,5
BIC,East India,BIHAR,government_administration,bureaucracy,development,3
BIC,East India,BIHAR,tobacco_plantation,plantations,plantation,3
BIC,East India,BIHAR,sugar_plantation,plantations,plantation,2
BIC,East India,BIHAR,arms_industry,military_industry,heavy_industry,1
BIC,East India,BOMBAY,government_administration,bureaucracy,development,10
BIC,East India,BOMBAY,logging_camp,logging,forestry,6
BIC,East India,BOMBAY,port,private_infrastructure,development,4
BIC,East India,BOMBAY,textile_mill,light_industry,light_industry,4
BIC,East India,BOMBAY,arms_industry,military_industry,heavy_industry,3
BIC,East India,BOMBAY,fishing_wharf,fishing,fishing,3
BIC,East India,BOMBAY,shipyard,ship_construction,light_industry,3
BIC,East India,BOMBAY,cotton_plantation,plantations,plantation,2
BIC,East India,BOMBAY,artillery_foundry,military_industry,heavy_industry,1
BIC,East India,BOMBAY,construction_sector,construction,development,1
BIC,East India,BOMBAY,furniture_manufactory,light_industry,light_industry,1
BIC,East India,BOMBAY,naval_administration,naval_administration,development,1
BIC,East India,CENTRAL_PROVINCES,opium_plantation,plantations,plantation,4
BIC,East India,CENTRAL_PROVINCES,cotton_plantation,plantations,plantation,2
BIC,East India,CENTRAL_PROVINCES,iron_mine,mining,mine,1
BIC,East India,CIRCARS,banana_plantation,plantations,plantation,5
BIC,East India,CIRCARS,government_administration,bureaucracy,development,5
BIC,East India,CIRCARS,textile_mill,light_industry,light_industry,5
BIC,East India,CIRCARS,cotton_plantation,plantations,plantation,3
BIC,East India,CIRCARS,sugar_plantation,plantations,plantation,2
BIC,East India,CIRCARS,tobacco_plantation,plantations,plantation,2
BIC,East India,CIRCARS,arms_industry,military_industry,heavy_industry,1
BIC,East India,CIRCARS,port,private_infrastructure,development,1
BIC,East India,CIRCARS,trade_center,trade,trade,1
BIC,East India,DELHI,cotton_plantation,plantations,plantation,1
BIC,East India,DELHI,government_administration,bureaucracy,development,1
BIC,East India,DELHI,textile_mill,light_industry,light_industry,1
BIC,East India,EAST_BENGAL,dye_plantation,plantations,plantation,8
BIC,East India,EAST_BENGAL,government_administration,bureaucracy,development,5
BIC,East India,EAST_BENGAL,textile_mill,light_industry,light_industry,4
BIC,East India,EAST_BENGAL,fishing_wharf,fishing,fishing,2
BIC,East India,EAST_BENGAL,logging_camp,logging,forestry,2
BIC,East India,EAST_BENGAL,silk_plantation,plantations,plantation,2
BIC,East India,EAST_BENGAL,port,private_infrastructure,development,1
BIC,East India,GUJARAT,cotton_plantation,plantations,plantation,2
BIC,East India,GUJARAT,paper_mill,light_industry,light_industry,2
BIC,East India,GUJARAT,fishing_wharf,fishing,fishing,1
BIC,East India,GUJARAT,furniture_manufactory,light_industry,light_industry,1
BIC,East India,GUJARAT,government_administration,bureaucracy,development,1
BIC,East India,GUJARAT,silk_plantation,plantations,plantation,1
BIC,East India,GUJARAT,textile_mill,light_industry,light_industry,1
BIC,East India,GUJARAT,tobacco_plantation,plantations,plantation,1
BIC,East India,KURNOOL,tobacco_plantation,plantations,plantation,1
BIC,East India,MADRAS,dye_plantation,plantations,plantation,10
BIC,East India,MADRAS,government_administration,bureaucracy,development,8
BIC,East India,MADRAS,tobacco_plantation,plantations,plantation,6
BIC,East India,MADRAS,silk_plantation,plantations,plantation,5
BIC,East India,MADRAS,textile_mill,light_industry,light_industry,4
BIC,East India,MADRAS,arms_industry,military_industry,heavy_industry,2
BIC,East India,MADRAS,fishing_wharf,fishing,fishing,2
BIC,East India,MADRAS,iron_mine,mining,mine,2
BIC,East India,MADRAS,logging_camp,logging,forestry,2
BIC,East India,MADRAS,construction_sector,construction,development,1
BIC,East India,MADRAS,port,private_infrastructure,development,1
BIC,East India,MADRAS,trade_center,trade,trade,1
BIC,East India,MYSORE,gold_mine,mining,mine,2
BIC,East India,MYSORE,coffee_plantation,plantations,plantation,1
BIC,East India,ORISSA,logging_camp,logging,forestry,4
BIC,East India,ORISSA,port,private_infrastructure,development,1
BIC,East India,ORISSA,sugar_plantation,plantations,plantation,1
BIC,East India,TENASSERIM,dye_plantation,plantations,plantation,2
BIC,East India,TENASSERIM,port,private_infrastructure,development,1
BIC,East India,TRAVANCORE,coffee_plantation,plantations,plantation,1
BIC,East India,WEST_BENGAL,opium_plantation,plantations,plantation,25
BIC,East India,WEST_BENGAL,trade_center,trade,trade,12
BIC,East India,WEST_BENGAL,government_administration,bureaucracy,development,10
BIC,East India,WEST_BENGAL,port,private_infrastructure,development,7
BIC,East India,WEST_BENGAL,textile_mill,light_industry,light_industry,7
BIC,East India,WEST_BENGAL,tobacco_plantation,plantations,plantation,6
BIC,East India,WEST_BENGAL,dye_plantation,plantations,plantation,5
BIC,East India,WEST_BENGAL,silk_plantation,plantations,plantation,5
BIC,East India,WEST_BENGAL,logging_camp,logging,forestry,4
BIC,East India,WEST_BENGAL,fishing_wharf,fishing,fishing,3
BIC,East India,WEST_BENGAL,glassworks,light_industry,light_industry,3
BIC,East India,WEST_BENGAL,silk_plantation,plantations,plantation,3
BIC,East India,WEST_BENGAL,arms_industry,military_industry,heavy_industry,2
BIC,East India,WEST_BENGAL,coal_mine,mining,mine,2
BIC,East India,WEST_BENGAL,paper_mill,light_industry,light_industry,2
BIC,East India,WEST_BENGAL,shipyard,ship_construction,light_industry,2
BIC,East India,WEST_BENGAL,construction_sector,construction,development,1
BIC,East India,WEST_BENGAL,iron_mine,mining,mine,1
EGY,Egypt,ADANA,fishing_wharf,fishing,fishing,2
EGY,Egypt,ADANA,port,private_infrastructure,development,2
EGY,Egypt,ADANA,cotton_plantation,plantations,plantation,1
EGY,Egypt,ADANA,livestock_ranch,ranching,agriculture,1
EGY,Egypt,ADANA,tea_plantation,plantations,plantation,1
EGY,Egypt,ALEPPO,fishing_wharf,fishing,fishing,1
EGY,Egypt,ALEPPO,glassworks,light_industry,light_industry,1
EGY,Egypt,ALEPPO,port,private_infrastructure,development,1
EGY,Egypt,ALEPPO,tobacco_plantation,plantations,plantation,1
EGY,Egypt,ALEPPO,wheat_farm,staple_crops,agriculture,1
EGY,Egypt,BLUE_NILE,logging_camp,logging,forestry,4
EGY,Egypt,BLUE_NILE,coffee_plantation,plantations,plantation,2
EGY,Egypt,BLUE_NILE,livestock_ranch,ranching,agriculture,2
EGY,Egypt,BLUE_NILE,millet_farm,staple_crops,agriculture,2
EGY,Egypt,BLUE_NILE,sugar_plantation,plantations,plantation,1
EGY,Egypt,CRETE,cotton_plantation,plantations,plantation,1
EGY,Egypt,CRETE,fishing_wharf,fishing,fishing,1
EGY,Egypt,CRETE,port,private_infrastructure,development,1
EGY,Egypt,DONGOLA,millet_farm,staple_crops,agriculture,2
EGY,Egypt,DONGOLA,livestock_ranch,ranching,agriculture,1
EGY,Egypt,ERITREA,fishing_wharf,fishing,fishing,1
EGY,Egypt,ERITREA,port,private_infrastructure,development,1
EGY,Egypt,KORDOFAN,livestock_ranch,ranching,agriculture,1
EGY,Egypt,LEBANON,fishing_wharf,fishing,fishing,1
EGY,Egypt,LEBANON,millet_farm,staple_crops,agriculture,1
EGY,Egypt,LEBANON,silk_plantation,plantations,plantation,1
EGY,Egypt,LOWER_EGYPT,naval_administration,naval_administration,development,15
EGY,Egypt,LOWER_EGYPT,cotton_plantation,plantations,plantation,8
EGY,Egypt,LOWER_EGYPT,tobacco_plantation,plantations,plantation,8
EGY,Egypt,LOWER_EGYPT,trade_center,trade,trade,8
EGY,Egypt,LOWER_EGYPT,government_administration,bureaucracy,development,7
EGY,Egypt,LOWER_EGYPT,wheat_farm,staple_crops,agriculture,7
EGY,Egypt,LOWER_EGYPT,fishing_wharf,fishing,fishing,3
EGY,Egypt,LOWER_EGYPT,opium_plantation,plantations,plantation,3
EGY,Egypt,LOWER_EGYPT,paper_mill,light_industry,light_industry,3
EGY,Egypt,LOWER_EGYPT,textile_mill,light_industry,light_industry,3
EGY,Egypt,LOWER_EGYPT,arms_industry,military_industry,heavy_industry,2
EGY,Egypt,LOWER_EGYPT,construction_sector,construction,development,2
EGY,Egypt,LOWER_EGYPT,port,private_infrastructure,development,2
EGY,Egypt,LOWER_EGYPT,shipyard,ship_construction,light_industry,2
EGY,Egypt,LOWER_EGYPT,livestock_ranch,ranching,agriculture,1
EGY,Egypt,LOWER_EGYPT,naval_fortification,naval_fortification,development,1
EGY,Egypt,LOWER_EGYPT,sugar_plantation,plantations,plantation,1
EGY,Egypt,LOWER_EGYPT,giza_necropolis,monuments_hidden,bg_monuments_hidden,0
EGY,Egypt,MIDDLE_EGYPT,tobacco_plantation,plantations,plantation,3
EGY,Egypt,MIDDLE_EGYPT,wheat_farm,staple_crops,agriculture,3
EGY,Egypt,MIDDLE_EGYPT,cotton_plantation,plantations,plantation,2
EGY,Egypt,MIDDLE_EGYPT,government_administration,bureaucracy,development,2
EGY,Egypt,MIDDLE_EGYPT,construction_sector,construction,development,1
EGY,Egypt,MIDDLE_EGYPT,sugar_plantation,plantations,plantation,1
EGY,Egypt,PALESTINE,fishing_wharf,fishing,fishing,1
EGY,Egypt,PALESTINE,livestock_ranch,ranching,agriculture,1
EGY,Egypt,SYRIA,government_administration,bureaucracy,development,3
EGY,Egypt,SYRIA,millet_farm,staple_crops,agriculture,2
EGY,Egypt,SYRIA,tobacco_plantation,plantations,plantation,2
EGY,Egypt,SYRIA,glassworks,light_industry,light_industry,1
EGY,Egypt,SYRIA,textile_mill,light_industry,light_industry,1
EGY,Egypt,SYRIA,trade_center,trade,trade,1
EGY,Egypt,TRANSJORDAN,livestock_ranch,ranching,agriculture,1
EGY,Egypt,TRANSJORDAN,petra,monuments_hidden,bg_monuments_hidden,0
EGY,Egypt,UPPER_EGYPT,wheat_farm,staple_crops,agriculture,2
EGY,Egypt,UPPER_EGYPT,fishing_wharf,fishing,fishing,1
FRA,France,ALGIERS,government_administration,bureaucracy,development,1
FRA,France,ALGIERS,livestock_ranch,ranching,agriculture,1
FRA,France,ALGIERS,port,private_infrastructure,development,1
FRA,France,ALGIERS,wheat_farm,staple_crops,agriculture,1
FRA,France,ALSACE_LORRAINE,logging_camp,logging,forestry,5
FRA,France,ALSACE_LORRAINE,textile_mill,light_industry,light_industry,5
FRA,France,ALSACE_LORRAINE,wheat_farm,staple_crops,agriculture,5
FRA,France,ALSACE_LORRAINE,arms_industry,military_industry,heavy_industry,4
FRA,France,ALSACE_LORRAINE,iron_mine,mining,mine,4
FRA,France,ALSACE_LORRAINE,steel_mill,heavy_industry,heavy_industry,2
FRA,France,ALSACE_LORRAINE,trade_center,trade,trade,1
FRA,France,ALSACE_LORRAINE,vineyard,agriculture,agriculture,1
FRA,France,AQUITAINE,vineyard,agriculture,agriculture,16
FRA,France,AQUITAINE,wheat_farm,staple_crops,agriculture,6
FRA,France,AQUITAINE,food_industry,light_industry,light_industry,3
FRA,France,AQUITAINE,logging_camp,logging,forestry,3
FRA,France,AQUITAINE,trade_center,trade,trade,3
FRA,France,AQUITAINE,fishing_wharf,fishing,fishing,2
FRA,France,AQUITAINE,port,private_infrastructure,development,1
FRA,France,AUVERGNE_LIMOUSIN,wheat_farm,staple_crops,agriculture,10
FRA,France,AUVERGNE_LIMOUSIN,furniture_manufactory,light_industry,light_industry,5
FRA,France,AUVERGNE_LIMOUSIN,paper_mill,light_industry,light_industry,5
FRA,France,AUVERGNE_LIMOUSIN,government_administration,bureaucracy,development,3
FRA,France,AUVERGNE_LIMOUSIN,logging_camp,logging,forestry,3
FRA,France,AUVERGNE_LIMOUSIN,vineyard,agriculture,agriculture,1
FRA,France,BRITTANY,naval_administration,naval_administration,development,40
FRA,France,BRITTANY,government_administration,bureaucracy,development,5
FRA,France,BRITTANY,livestock_ranch,ranching,agriculture,5
FRA,France,BRITTANY,logging_camp,logging,forestry,4
FRA,France,BRITTANY,shipyard,ship_construction,light_industry,4
FRA,France,BRITTANY,fishing_wharf,fishing,fishing,3
FRA,France,BRITTANY,naval_fortification,naval_fortification,development,2
FRA,France,BRITTANY,port,private_infrastructure,development,2
FRA,France,BRITTANY,trade_center,trade,trade,2
FRA,France,BRITTANY,wheat_farm,staple_crops,agriculture,2
FRA,France,BRITTANY,vineyard,agriculture,agriculture,1
FRA,France,BURGUNDY,wheat_farm,staple_crops,agriculture,8
FRA,France,BURGUNDY,vineyard,agriculture,agriculture,7
FRA,France,BURGUNDY,tooling_workshop,light_industry,light_industry,4
FRA,France,BURGUNDY,logging_camp,logging,forestry,2
FRA,France,BURGUNDY,iron_mine,mining,mine,1
FRA,France,CHAMPAGNE,food_industry,light_industry,light_industry,6
FRA,France,CHAMPAGNE,vineyard,agriculture,agriculture,4
FRA,France,CHAMPAGNE,logging_camp,logging,forestry,3
FRA,France,CHAMPAGNE,wheat_farm,staple_crops,agriculture,3
FRA,France,CONSTANTINE,port,private_infrastructure,development,1
FRA,France,CONSTANTINE,wheat_farm,staple_crops,agriculture,1
FRA,France,CORSICA,fishing_wharf,fishing,fishing,1
FRA,France,CORSICA,livestock_ranch,ranching,agriculture,1
FRA,France,CORSICA,port,private_infrastructure,development,1
FRA,France,CORSICA,vineyard,agriculture,agriculture,1
FRA,France,FRANCHE_COMTE,furniture_manufactory,light_industry,light_industry,5
FRA,France,FRANCHE_COMTE,vineyard,agriculture,agriculture,2
FRA,France,FRANCHE_COMTE,iron_mine,mining,mine,1
FRA,France,FRANCHE_COMTE,trade_center,trade,trade,1
FRA,France,FRANCHE_COMTE,wheat_farm,staple_crops,agriculture,1
FRA,France,FRENCH_LOW_COUNTRIES,coal_mine,mining,mine,9
FRA,France,FRENCH_LOW_COUNTRIES,arms_industry,military_industry,heavy_industry,6
FRA,France,FRENCH_LOW_COUNTRIES,wheat_farm,staple_crops,agriculture,5
FRA,France,FRENCH_LOW_COUNTRIES,munition_plant,military_industry,heavy_industry,3
FRA,France,FRENCH_LOW_COUNTRIES,artillery_foundry,military_industry,heavy_industry,2
FRA,France,FRENCH_LOW_COUNTRIES,livestock_ranch,ranching,agriculture,2
FRA,France,FRENCH_LOW_COUNTRIES,logging_camp,logging,forestry,2
FRA,France,FRENCH_LOW_COUNTRIES,explosives_factory,heavy_industry,heavy_industry,1
FRA,France,FRENCH_LOW_COUNTRIES,port,private_infrastructure,development,1
FRA,France,FRENCH_LOW_COUNTRIES,trade_center,trade,trade,1
FRA,France,GUAYANA,port,private_infrastructure,development,1
FRA,France,GUYENNE,wheat_farm,staple_crops,agriculture,5
FRA,France,GUYENNE,textile_mill,light_industry,light_industry,3
FRA,France,GUYENNE,livestock_ranch,ranching,agriculture,2
FRA,France,GUYENNE,vineyard,agriculture,agriculture,1
FRA,France,ILE_DE_FRANCE,government_administration,bureaucracy,development,30
FRA,France,ILE_DE_FRANCE,furniture_manufactory,light_industry,light_industry,9
FRA,France,ILE_DE_FRANCE,paper_mill,light_industry,light_industry,8
FRA,France,ILE_DE_FRANCE,construction_sector,construction,development,5
FRA,France,ILE_DE_FRANCE,naval_administration,naval_administration,development,5
FRA,France,ILE_DE_FRANCE,trade_center,trade,trade,5
FRA,France,ILE_DE_FRANCE,university,technology,development,5
FRA,France,ILE_DE_FRANCE,wheat_farm,staple_crops,agriculture,5
FRA,France,ILE_DE_FRANCE,livestock_ranch,ranching,agriculture,4
FRA,France,ILE_DE_FRANCE,art_academy,arts,development,2
FRA,France,ILE_DE_FRANCE,textile_mill,light_industry,light_industry,2
FRA,France,ILE_DE_FRANCE,railway,private_infrastructure,development,1
FRA,France,ILE_DE_FRANCE,vineyard,agriculture,agriculture,1
FRA,France,INDIAN_OCEAN_TERRITORY,sugar_plantation,plantations,plantation,2
FRA,France,INDIAN_OCEAN_TERRITORY,port,private_infrastructure,development,1
FRA,France,INDIAN_OCEAN_TERRITORY,trade_center,trade,trade,1
FRA,France,IVORY_COAST,port,private_infrastructure,development,1
FRA,France,LANGUEDOC,vineyard,agriculture,agriculture,22
FRA,France,LANGUEDOC,wheat_farm,staple_crops,agriculture,7
FRA,France,LANGUEDOC,glassworks,light_industry,light_industry,4
FRA,France,LANGUEDOC,fishing_wharf,fishing,fishing,2
FRA,France,LANGUEDOC,livestock_ranch,ranching,agriculture,2
FRA,France,LANGUEDOC,trade_center,trade,trade,2
FRA,France,LANGUEDOC,university,technology,development,2
FRA,France,LORRAINE,logging_camp,logging,forestry,5
FRA,France,LORRAINE,sulfur_mine,mining,mine,4
FRA,France,LORRAINE,tooling_workshop,light_industry,light_industry,4
FRA,France,LORRAINE,lead_mine,mining,mine,3
FRA,France,LORRAINE,vineyard,agriculture,agriculture,1
FRA,France,LORRAINE,wheat_farm,staple_crops,agriculture,1
FRA,France,MADRAS,dye_plantation,plantations,plantation,1
FRA,France,MADRAS,port,private_infrastructure,development,1
FRA,France,MAINE_ANJOU,wheat_farm,staple_crops,agriculture,3
FRA,France,MAINE_ANJOU,vineyard,agriculture,agriculture,2
FRA,France,MAINE_ANJOU,livestock_ranch,ranching,agriculture,1
FRA,France,MAINE_ANJOU,logging_camp,logging,forestry,1
FRA,France,NORMANDY,naval_administration,naval_administration,development,40
FRA,France,NORMANDY,shipyard,ship_construction,light_industry,6
FRA,France,NORMANDY,textile_mill,light_industry,light_industry,6
FRA,France,NORMANDY,government_administration,bureaucracy,development,5
FRA,France,NORMANDY,wheat_farm,staple_crops,agriculture,4
FRA,France,NORMANDY,fishing_wharf,fishing,fishing,3
FRA,France,NORMANDY,trade_center,trade,trade,3
FRA,France,NORMANDY,livestock_ranch,ranching,agriculture,2
FRA,France,NORMANDY,port,private_infrastructure,development,2
FRA,France,NORMANDY,naval_fortification,naval_fortification,development,1
FRA,France,NORMANDY,vineyard,agriculture,agriculture,1
FRA,France,ORAN,fishing_wharf,fishing,fishing,1
FRA,France,ORAN,port,private_infrastructure,development,1
FRA,France,ORAN,wheat_farm,staple_crops,agriculture,1
FRA,France,ORLEANS,wheat_farm,staple_crops,agriculture,5
FRA,France,ORLEANS,livestock_ranch,ranching,agriculture,4
FRA,France,ORLEANS,vineyard,agriculture,agriculture,3
FRA,France,ORLEANS,glassworks,light_industry,light_industry,2
FRA,France,PICARDY,textile_mill,light_industry,light_industry,5
FRA,France,PICARDY,wheat_farm,staple_crops,agriculture,5
FRA,France,PICARDY,livestock_ranch,ranching,agriculture,2
FRA,France,POITOU,paper_mill,light_industry,light_industry,4
FRA,France,POITOU,fishing_wharf,fishing,fishing,2
FRA,France,POITOU,vineyard,agriculture,agriculture,2
FRA,France,POITOU,wheat_farm,staple_crops,agriculture,2
FRA,France,POITOU,port,private_infrastructure,development,1
FRA,France,PROVENCE,silk_plantation,plantations,plantation,8
FRA,France,PROVENCE,wheat_farm,staple_crops,agriculture,6
FRA,France,PROVENCE,trade_center,trade,trade,5
FRA,France,PROVENCE,vineyard,agriculture,agriculture,5
FRA,France,PROVENCE,textile_mill,light_industry,light_industry,3
FRA,France,PROVENCE,fishing_wharf,fishing,fishing,2
FRA,France,PROVENCE,naval_fortification,naval_fortification,development,2
FRA,France,PROVENCE,port,private_infrastructure,development,2
FRA,France,RHONE,silk_plantation,plantations,plantation,10
FRA,France,RHONE,wheat_farm,staple_crops,agriculture,9
FRA,France,RHONE,vineyard,agriculture,agriculture,7
FRA,France,RHONE,government_administration,bureaucracy,development,6
FRA,France,RHONE,textile_mill,light_industry,light_industry,5
FRA,France,RHONE,coal_mine,mining,mine,4
FRA,France,RHONE,logging_camp,logging,forestry,4
FRA,France,RHONE,paper_mill,light_industry,light_industry,4
FRA,France,RHONE,construction_sector,construction,development,2
FRA,France,RHONE,trade_center,trade,trade,2
FRA,France,RHONE,railway,private_infrastructure,development,1
FRA,France,SENEGAL,port,private_infrastructure,development,1
FRA,France,WEST_INDIES,sugar_plantation,plantations,plantation,3
FRA,France,WEST_INDIES,coffee_plantation,plantations,plantation,2
FRA,France,WEST_INDIES,tobacco_plantation,plantations,plantation,2
FRA,France,WEST_INDIES,port,private_infrastructure,development,1
FRA,France,WEST_INDIES,trade_center,trade,trade,1
GBR,Great Britain,BAHAMAS,banana_plantation,plantations,plantation,1
GBR,Great Britain,BAHAMAS,port,private_infrastructure,development,1
GBR,Great Britain,BAHAMAS,sugar_plantation,plantations,plantation,1
GBR,Great Britain,BERMUDA,naval_fortification,naval_fortification,development,1
GBR,Great Britain,BERMUDA,port,private_infrastructure,development,1
GBR,Great Britain,CEYLON,port,private_infrastructure,development,1
GBR,Great Britain,CONNAUGHT,rye_farm,staple_crops,agriculture,2
GBR,Great Britain,EAST_ANGLIA,furniture_manufactory,light_industry,light_industry,15
GBR,Great Britain,EAST_ANGLIA,rye_farm,staple_crops,agriculture,7
GBR,Great Britain,EAST_ANGLIA,food_industry,light_industry,light_industry,5
GBR,Great Britain,EAST_ANGLIA,university,technology,development,5
GBR,Great Britain,EAST_ANGLIA,naval_administration,naval_administration,development,4
GBR,Great Britain,EAST_ANGLIA,port,private_infrastructure,development,4
GBR,Great Britain,EAST_ANGLIA,fishing_wharf,fishing,fishing,3
GBR,Great Britain,EAST_ANGLIA,glassworks,light_industry,light_industry,3
GBR,Great Britain,EAST_ANGLIA,livestock_ranch,ranching,agriculture,3
GBR,Great Britain,EAST_ANGLIA,shipyard,ship_construction,light_industry,3
GBR,Great Britain,EAST_ANGLIA,government_administration,bureaucracy,development,2
GBR,Great Britain,EAST_ANGLIA,coal_mine,mining,mine,1
GBR,Great Britain,EAST_ANGLIA,iron_mine,mining,mine,1
GBR,Great Britain,EAST_ANGLIA,railway,private_infrastructure,development,1
GBR,Great Britain,GUATEMALA,port,private_infrastructure,development,1
GBR,Great Britain,GUAYANA,sugar_plantation,plantations,plantation,4
GBR,Great Britain,GUAYANA,port,private_infrastructure,development,1
GBR,Great Britain,GUAYANA,trade_center,trade,trade,1
GBR,Great Britain,HIGHLANDS,fishing_wharf,fishing,fishing,4
GBR,Great Britain,HIGHLANDS,logging_camp,logging,forestry,3
GBR,Great Britain,HIGHLANDS,whaling_station,whaling,fishing,2
GBR,Great Britain,HOME_COUNTIES,naval_administration,naval_administration,development,60
GBR,Great Britain,HOME_COUNTIES,trade_center,trade,trade,22
GBR,Great Britain,HOME_COUNTIES,furniture_manufactory,light_industry,light_industry,15
GBR,Great Britain,HOME_COUNTIES,rye_farm,staple_crops,agriculture,15
GBR,Great Britain,HOME_COUNTIES,textile_mill,light_industry,light_industry,13
GBR,Great Britain,HOME_COUNTIES,government_administration,bureaucracy,development,10
