tag,country,state,rgo,kind,capacity,state_arable_land
CHI,China,ZHEJIANG,livestock_ranch,farm,,250
CHI,China,ZHEJIANG,silk_plantation,plantation,,250
CHI,China,ZHEJIANG,tobacco_plantation,plantation,,250
CHI,China,ZHILI,coal_mine,capped,5,200
CHI,China,ZHILI,fishing_wharf,capped,4,200
CHI,China,ZHILI,logging_camp,capped,9,200
CHI,China,ZHILI,sulfur_mine,capped,36,200
CHI,China,ZHILI,livestock_ranch,farm,,200
CHI,China,ZHILI,cotton_plantation,plantation,,200
CHI,China,ZHILI,silk_plantation,plantation,,200
CHI,China,ZHILI,tobacco_plantation,plantation,,200
CLM,Colombia,AMAZONAS,logging_camp,capped,40,40
CLM,Colombia,AMAZONAS,oil_rig,discoverable,20,40
CLM,Colombia,AMAZONAS,rubber_plantation,discoverable,25,40
CLM,Colombia,AMAZONAS,livestock_ranch,farm,,40
CLM,Colombia,AMAZONAS,maize_farm,farm,,40
CLM,Colombia,AMAZONAS,banana_plantation,plantation,,40
CLM,Colombia,AMAZONAS,sugar_plantation,plantation,,40
CLM,Colombia,AMAZONAS,tobacco_plantation,plantation,,40
CLM,Colombia,ANTIOQUIA,coal_mine,capped,32,120
CLM,Colombia,ANTIOQUIA,iron_mine,capped,36,120
CLM,Colombia,ANTIOQUIA,logging_camp,capped,13,120
CLM,Colombia,ANTIOQUIA,oil_rig,discoverable,20,120
CLM,Colombia,ANTIOQUIA,rubber_plantation,discoverable,8,120
CLM,Colombia,ANTIOQUIA,livestock_ranch,farm,,120
CLM,Colombia,ANTIOQUIA,maize_farm,farm,,120
CLM,Colombia,ANTIOQUIA,banana_plantation,plantation,,120
CLM,Colombia,ANTIOQUIA,coffee_plantation,plantation,,120
CLM,Colombia,ANTIOQUIA,cotton_plantation,plantation,,120
CLM,Colombia,CAUCA,coal_mine,capped,20,80
CLM,Colombia,CAUCA,fishing_wharf,capped,6,80
CLM,Colombia,CAUCA,logging_camp,capped,8,80
CLM,Colombia,CAUCA,whaling_station,capped,2,80
CLM,Colombia,CAUCA,rubber_plantation,discoverable,6,80
CLM,Colombia,CAUCA,livestock_ranch,farm,,80
CLM,Colombia,CAUCA,banana_plantation,plantation,,80
CLM,Colombia,CAUCA,cotton_plantation,plantation,,80
CLM,Colombia,CAUCA,dye_plantation,plantation,,80
CLM,Colombia,CUNDINAMARCA,coal_mine,capped,20,50
CLM,Colombia,CUNDINAMARCA,rubber_plantation,discoverable,10,50
CLM,Colombia,CUNDINAMARCA,livestock_ranch,farm,,50
CLM,Colombia,CUNDINAMARCA,banana_plantation,plantation,,50
CLM,Colombia,CUNDINAMARCA,coffee_plantation,plantation,,50
CLM,Colombia,CUNDINAMARCA,dye_plantation,plantation,,50
CLM,Colombia,CUNDINAMARCA,opium_plantation,plantation,,50
CLM,Colombia,CUNDINAMARCA,tobacco_plantation,plantation,,50
CLM,Colombia,GUAVIARE,rubber_plantation,discoverable,18,60
CLM,Colombia,GUAVIARE,banana_plantation,plantation,,60
CLM,Colombia,GUAVIARE,coffee_plantation,plantation,,60
CLM,Colombia,GUAVIARE,dye_plantation,plantation,,60
CLM,Colombia,GUAVIARE,tobacco_plantation,plantation,,60
CLM,Colombia,PANAMA,coal_mine,capped,36,20
CLM,Colombia,PANAMA,fishing_wharf,capped,6,20
CLM,Colombia,PANAMA,logging_camp,capped,8,20
CLM,Colombia,PANAMA,whaling_station,capped,2,20
CLM,Colombia,PANAMA,rubber_plantation,discoverable,12,20
CLM,Colombia,PANAMA,livestock_ranch,farm,,20
CLM,Colombia,PANAMA,maize_farm,farm,,20
CLM,Colombia,PANAMA,tobacco_plantation,plantation,,20
DAI,Dai Nam,ANNAM,coal_mine,capped,24,60
DAI,Dai Nam,ANNAM,iron_mine,capped,27,60
DAI,Dai Nam,ANNAM,logging_camp,capped,17,60
DAI,Dai Nam,ANNAM,rubber_plantation,discoverable,6,60
DAI,Dai Nam,ANNAM,rice_farm,farm,,60
DAI,Dai Nam,ANNAM,banana_plantation,plantation,,60
DAI,Dai Nam,ANNAM,coffee_plantation,plantation,,60
DAI,Dai Nam,ANNAM,cotton_plantation,plantation,,60
DAI,Dai Nam,ANNAM,dye_plantation,plantation,,60
DAI,Dai Nam,ANNAM,silk_plantation,plantation,,60
DAI,Dai Nam,ANNAM,sugar_plantation,plantation,,60
DAI,Dai Nam,ANNAM,tea_plantation,plantation,,60
DAI,Dai Nam,LAOS,coal_mine,capped,32,40
DAI,Dai Nam,LAOS,iron_mine,capped,36,40
DAI,Dai Nam,LAOS,logging_camp,capped,23,40
DAI,Dai Nam,LAOS,livestock_ranch,farm,,40
DAI,Dai Nam,LAOS,rice_farm,farm,,40
DAI,Dai Nam,LAOS,banana_plantation,plantation,,40
DAI,Dai Nam,LAOS,coffee_plantation,plantation,,40
DAI,Dai Nam,LAOS,cotton_plantation,plantation,,40
DAI,Dai Nam,LAOS,dye_plantation,plantation,,40
DAI,Dai Nam,LAOS,opium_plantation,plantation,,40
DAI,Dai Nam,LAOS,silk_plantation,plantation,,40
DAI,Dai Nam,LAOS,sugar_plantation,plantation,,40
DAI,Dai Nam,LAOS,tea_plantation,plantation,,40
DAI,Dai Nam,LAOS,tobacco_plantation,plantation,,40
DAI,Dai Nam,MEKONG,logging_camp,capped,20,60
DAI,Dai Nam,MEKONG,rubber_plantation,discoverable,8,60
DAI,Dai Nam,MEKONG,livestock_ranch,farm,,60
DAI,Dai Nam,MEKONG,banana_plantation,plantation,,60
DAI,Dai Nam,MEKONG,coffee_plantation,plantation,,60
DAI,Dai Nam,MEKONG,cotton_plantation,plantation,,60
DAI,Dai Nam,MEKONG,dye_plantation,plantation,,60
DAI,Dai Nam,MEKONG,silk_plantation,plantation,,60
DAI,Dai Nam,MEKONG,sugar_plantation,plantation,,60
DAI,Dai Nam,MEKONG,tea_plantation,plantation,,60
DAI,Dai Nam,TONKIN,coal_mine,capped,38,60
DAI,Dai Nam,TONKIN,fishing_wharf,capped,7,60
DAI,Dai Nam,TONKIN,logging_camp,capped,15,60
DAI,Dai Nam,TONKIN,rubber_plantation,discoverable,16,60
DAI,Dai Nam,TONKIN,livestock_ranch,farm,,60
DAI,Dai Nam,TONKIN,banana_plantation,plantation,,60
DAI,Dai Nam,TONKIN,coffee_plantation,plantation,,60
DAI,Dai Nam,TONKIN,cotton_plantation,plantation,,60
DAI,Dai Nam,TONKIN,dye_plantation,plantation,,60
DAI,Dai Nam,TONKIN,silk_plantation,plantation,,60
DAI,Dai Nam,TONKIN,sugar_plantation,plantation,,60
DEI,Dutch East Indies,ACEH,fishing_wharf,capped,8,40
DEI,Dutch East Indies,ACEH,iron_mine,capped,15,40
DEI,Dutch East Indies,ACEH,logging_camp,capped,14,40
DEI,Dutch East Indies,ACEH,sulfur_mine,capped,20,40
DEI,Dutch East Indies,ACEH,oil_rig,discoverable,25,40
DEI,Dutch East Indies,ACEH,rubber_plantation,discoverable,18,40
DEI,Dutch East Indies,ACEH,livestock_ranch,farm,,40
DEI,Dutch East Indies,ACEH,banana_plantation,plantation,,40
DEI,Dutch East Indies,ACEH,coffee_plantation,plantation,,40
DEI,Dutch East Indies,ACEH,dye_plantation,plantation,,40
DEI,Dutch East Indies,ACEH,sugar_plantation,plantation,,40
DEI,Dutch East Indies,ACEH,tea_plantation,plantation,,40
DEI,Dutch East Indies,ACEH,tobacco_plantation,plantation,,40
DEI,Dutch East Indies,CELEBES,fishing_wharf,capped,4,40
DEI,Dutch East Indies,CELEBES,iron_mine,capped,27,40
DEI,Dutch East Indies,CELEBES,logging_camp,capped,14,40
DEI,Dutch East Indies,CELEBES,rubber_plantation,discoverable,4,40
DEI,Dutch East Indies,CELEBES,livestock_ranch,farm,,40
DEI,Dutch East Indies,CELEBES,rice_farm,farm,,40
DEI,Dutch East Indies,CELEBES,banana_plantation,plantation,,40
DEI,Dutch East Indies,CELEBES,coffee_plantation,plantation,,40
DEI,Dutch East Indies,CELEBES,dye_plantation,plantation,,40
DEI,Dutch East Indies,CELEBES,tobacco_plantation,plantation,,40
DEI,Dutch East Indies,CENTRAL_JAVA,fishing_wharf,capped,4,80
DEI,Dutch East Indies,CENTRAL_JAVA,sulfur_mine,capped,32,80
DEI,Dutch East Indies,CENTRAL_JAVA,rubber_plantation,discoverable,8,80
DEI,Dutch East Indies,CENTRAL_JAVA,livestock_ranch,farm,,80
DEI,Dutch East Indies,CENTRAL_JAVA,banana_plantation,plantation,,80
DEI,Dutch East Indies,CENTRAL_JAVA,cotton_plantation,plantation,,80
DEI,Dutch East Indies,EAST_BORNEO,coal_mine,capped,28,40
DEI,Dutch East Indies,EAST_BORNEO,fishing_wharf,capped,9,40
DEI,Dutch East Indies,EAST_BORNEO,logging_camp,capped,20,40
DEI,Dutch East Indies,EAST_BORNEO,oil_rig,discoverable,60,40
DEI,Dutch East Indies,EAST_BORNEO,rubber_plantation,discoverable,28,40
DEI,Dutch East Indies,EAST_BORNEO,livestock_ranch,farm,,40
DEI,Dutch East Indies,EAST_BORNEO,banana_plantation,plantation,,40
DEI,Dutch East Indies,EAST_BORNEO,coffee_plantation,plantation,,40
DEI,Dutch East Indies,EAST_BORNEO,dye_plantation,plantation,,40
DEI,Dutch East Indies,EAST_BORNEO,tea_plantation,plantation,,40
DEI,Dutch East Indies,EAST_BORNEO,tobacco_plantation,plantation,,40
DEI,Dutch East Indies,EAST_JAVA,fishing_wharf,capped,8,60
DEI,Dutch East Indies,EAST_JAVA,sulfur_mine,capped,40,60
DEI,Dutch East Indies,EAST_JAVA,oil_rig,discoverable,20,60
DEI,Dutch East Indies,EAST_JAVA,rubber_plantation,discoverable,12,60
DEI,Dutch East Indies,EAST_JAVA,livestock_ranch,farm,,60
DEI,Dutch East Indies,EAST_JAVA,banana_plantation,plantation,,60
DEI,Dutch East Indies,EAST_JAVA,cotton_plantation,plantation,,60
DEI,Dutch East Indies,MOLUCCAS,fishing_wharf,capped,6,20
DEI,Dutch East Indies,MOLUCCAS,logging_camp,capped,4,20
DEI,Dutch East Indies,MOLUCCAS,rubber_plantation,discoverable,4,20
DEI,Dutch East Indies,MOLUCCAS,livestock_ranch,farm,,20
DEI,Dutch East Indies,MOLUCCAS,rice_farm,farm,,20
DEI,Dutch East Indies,MOLUCCAS,banana_plantation,plantation,,20
DEI,Dutch East Indies,MOLUCCAS,coffee_plantation,plantation,,20
DEI,Dutch East Indies,MOLUCCAS,tobacco_plantation,plantation,,20
DEI,Dutch East Indies,NORTH_SUMATRA,coal_mine,capped,40,60
DEI,Dutch East Indies,NORTH_SUMATRA,fishing_wharf,capped,13,60
DEI,Dutch East Indies,NORTH_SUMATRA,sulfur_mine,capped,48,60
DEI,Dutch East Indies,NORTH_SUMATRA,rubber_plantation,discoverable,28,60
DEI,Dutch East Indies,NORTH_SUMATRA,livestock_ranch,farm,,60
DEI,Dutch East Indies,NORTH_SUMATRA,rice_farm,farm,,60
DEI,Dutch East Indies,NORTH_SUMATRA,banana_plantation,plantation,,60
DEI,Dutch East Indies,NORTH_SUMATRA,coffee_plantation,plantation,,60
DEI,Dutch East Indies,NORTH_SUMATRA,dye_plantation,plantation,,60
DEI,Dutch East Indies,NORTH_SUMATRA,sugar_plantation,plantation,,60
DEI,Dutch East Indies,NORTH_SUMATRA,tea_plantation,plantation,,60
DEI,Dutch East Indies,NORTH_SUMATRA,tobacco_plantation,plantation,,60
DEI,Dutch East Indies,SOUTH_SUMATRA,coal_mine,capped,40,40
DEI,Dutch East Indies,SOUTH_SUMATRA,fishing_wharf,capped,13,40
DEI,Dutch East Indies,SOUTH_SUMATRA,sulfur_mine,capped,48,40
DEI,Dutch East Indies,SOUTH_SUMATRA,oil_rig,discoverable,20,40
DEI,Dutch East Indies,SOUTH_SUMATRA,rubber_plantation,discoverable,28,40
DEI,Dutch East Indies,SOUTH_SUMATRA,livestock_ranch,farm,,40
DEI,Dutch East Indies,SOUTH_SUMATRA,rice_farm,farm,,40
DEI,Dutch East Indies,SOUTH_SUMATRA,banana_plantation,plantation,,40
DEI,Dutch East Indies,SOUTH_SUMATRA,coffee_plantation,plantation,,40
DEI,Dutch East Indies,SOUTH_SUMATRA,dye_plantation,plantation,,40
DEI,Dutch East Indies,SOUTH_SUMATRA,sugar_plantation,plantation,,40
DEI,Dutch East Indies,SOUTH_SUMATRA,tea_plantation,plantation,,40
DEI,Dutch East Indies,SUNDA_ISLANDS,fishing_wharf,capped,10,60
DEI,Dutch East Indies,SUNDA_ISLANDS,iron_mine,capped,24,60
DEI,Dutch East Indies,SUNDA_ISLANDS,logging_camp,capped,17,60
DEI,Dutch East Indies,SUNDA_ISLANDS,sulfur_mine,capped,40,60
DEI,Dutch East Indies,SUNDA_ISLANDS,rubber_plantation,discoverable,8,60
DEI,Dutch East Indies,SUNDA_ISLANDS,livestock_ranch,farm,,60
DEI,Dutch East Indies,SUNDA_ISLANDS,rice_farm,farm,,60
DEI,Dutch East Indies,SUNDA_ISLANDS,banana_plantation,plantation,,60
DEI,Dutch East Indies,SUNDA_ISLANDS,coffee_plantation,plantation,,60
DEI,Dutch East Indies,SUNDA_ISLANDS,dye_plantation,plantation,,60
DEI,Dutch East Indies,SUNDA_ISLANDS,tea_plantation,plantation,,60
DEI,Dutch East Indies,WEST_BORNEO,fishing_wharf,capped,7,22
DEI,Dutch East Indies,WEST_BORNEO,lead_mine,capped,30,22
DEI,Dutch East Indies,WEST_BORNEO,logging_camp,capped,17,22
DEI,Dutch East Indies,WEST_BORNEO,gold_field,discoverable,10,22
DEI,Dutch East Indies,WEST_BORNEO,rubber_plantation,discoverable,12,22
DEI,Dutch East Indies,WEST_BORNEO,livestock_ranch,farm,,22
DEI,Dutch East Indies,WEST_BORNEO,rice_farm,farm,,22
DEI,Dutch East Indies,WEST_BORNEO,banana_plantation,plantation,,22
DEI,Dutch East Indies,WEST_BORNEO,coffee_plantation,plantation,,22
DEI,Dutch East Indies,WEST_BORNEO,dye_plantation,plantation,,22
DEI,Dutch East Indies,WEST_BORNEO,tea_plantation,plantation,,22
DEI,Dutch East Indies,WEST_BORNEO,tobacco_plantation,plantation,,22
DEI,Dutch East Indies,WEST_JAVA,coal_mine,capped,20,110
DEI,Dutch East Indies,WEST_JAVA,fishing_wharf,capped,11,110
DEI,Dutch East Indies,WEST_JAVA,sulfur_mine,capped,32,110
DEI,Dutch East Indies,WEST_JAVA,oil_rig,discoverable,20,110
DEI,Dutch East Indies,WEST_JAVA,rubber_plantation,discoverable,12,110
DEI,Dutch East Indies,WEST_JAVA,livestock_ranch,farm,,110
DEI,Dutch East Indies,WEST_JAVA,banana_plantation,plantation,,110
DEI,Dutch East Indies,WEST_JAVA,sugar_plantation,plantation,,110
DEI,Dutch East Indies,WEST_JAVA,tea_plantation,plantation,,110
BIC,East India,AGRA,coal_mine,capped,4,483
BIC,East India,AGRA,livestock_ranch,farm,,483
BIC,East India,AGRA,rice_farm,farm,,483
BIC,East India,AGRA,opium_plantation,plantation,,483
BIC,East India,AGRA,sugar_plantation,plantation,,483
BIC,East India,AGRA,tea_plantation,plantation,,483
BIC,East India,AGRA,tobacco_plantation,plantation,,483
BIC,East India,ARAKAN,fishing_wharf,capped,10,32
BIC,East India,ARAKAN,logging_camp,capped,21,32
BIC,East India,ARAKAN,oil_rig,discoverable,7,32
BIC,East India,ARAKAN,livestock_ranch,farm,,32
BIC,East India,ARAKAN,rice_farm,farm,,32
BIC,East India,ARAKAN,banana_plantation,plantation,,32
BIC,East India,ARAKAN,cotton_plantation,plantation,,32
BIC,East India,ARAKAN,dye_plantation,plantation,,32
BIC,East India,ARAKAN,sugar_plantation,plantation,,32
BIC,East India,ARAKAN,tobacco_plantation,plantation,,32
BIC,East India,ASSAM,coal_mine,capped,29,105
BIC,East India,ASSAM,oil_rig,discoverable,44,105
BIC,East India,ASSAM,rubber_plantation,discoverable,12,105
BIC,East India,ASSAM,livestock_ranch,farm,,105
BIC,East India,ASSAM,rice_farm,farm,,105
BIC,East India,ASSAM,banana_plantation,plantation,,105
BIC,East India,ASSAM,coffee_plantation,plantation,,105
BIC,East India,ASSAM,cotton_plantation,plantation,,105
BIC,East India,ASSAM,dye_plantation,plantation,,105
BIC,East India,ASSAM,silk_plantation,plantation,,105
BIC,East India,ASSAM,tobacco_plantation,plantation,,105
BIC,East India,AWADH,logging_camp,capped,6,371
BIC,East India,AWADH,livestock_ranch,farm,,371
BIC,East India,AWADH,rice_farm,farm,,371
BIC,East India,AWADH,cotton_plantation,plantation,,371
BIC,East India,AWADH,sugar_plantation,plantation,,371
BIC,East India,AWADH,tobacco_plantation,plantation,,371
BIC,East India,BIHAR,coal_mine,capped,81,375
BIC,East India,BIHAR,iron_mine,capped,30,375
BIC,East India,BIHAR,logging_camp,capped,17,375
BIC,East India,BIHAR,livestock_ranch,farm,,375
BIC,East India,BIHAR,rice_farm,farm,,375
BIC,East India,BIHAR,cotton_plantation,plantation,,375
BIC,East India,BOMBAY,coal_mine,capped,12,400
BIC,East India,BOMBAY,gold_mine,capped,3,400
BIC,East India,BOMBAY,iron_mine,capped,23,400
BIC,East India,BOMBAY,livestock_ranch,farm,,400
BIC,East India,BOMBAY,rice_farm,farm,,400
BIC,East India,BOMBAY,banana_plantation,plantation,,400
BIC,East India,BOMBAY,coffee_plantation,plantation,,400
BIC,East India,BOMBAY,dye_plantation,plantation,,400
BIC,East India,BOMBAY,silk_plantation,plantation,,400
BIC,East India,BOMBAY,sugar_plantation,plantation,,400
BIC,East India,BOMBAY,tobacco_plantation,plantation,,400
BIC,East India,BOMBAY,vineyard,plantation,,400
BIC,East India,CENTRAL_PROVINCES,coal_mine,capped,21,205
BIC,East India,CENTRAL_PROVINCES,logging_camp,capped,12,205
BIC,East India,CENTRAL_PROVINCES,livestock_ranch,farm,,205
BIC,East India,CENTRAL_PROVINCES,rice_farm,farm,,205
BIC,East India,CENTRAL_PROVINCES,banana_plantation,plantation,,205
BIC,East India,CENTRAL_PROVINCES,dye_plantation,plantation,,205
BIC,East India,CENTRAL_PROVINCES,silk_plantation,plantation,,205
BIC,East India,CENTRAL_PROVINCES,sugar_plantation,plantation,,205
BIC,East India,CIRCARS,coal_mine,capped,4,181
BIC,East India,CIRCARS,fishing_wharf,capped,18,181
BIC,East India,CIRCARS,iron_mine,capped,2,181
BIC,East India,CIRCARS,logging_camp,capped,11,181
BIC,East India,CIRCARS,livestock_ranch,farm,,181
BIC,East India,CIRCARS,rice_farm,farm,,181
BIC,East India,CIRCARS,dye_plantation,plantation,,181
BIC,East India,CIRCARS,silk_plantation,plantation,,181
BIC,East India,CIRCARS,tea_plantation,plantation,,181
BIC,East India,DELHI,logging_camp,capped,5,252
BIC,East India,DELHI,sulfur_mine,capped,2,252
BIC,East India,DELHI,livestock_ranch,farm,,252
BIC,East India,DELHI,wheat_farm,farm,,252
BIC,East India,DELHI,banana_plantation,plantation,,252
BIC,East India,DELHI,opium_plantation,plantation,,252
BIC,East India,DELHI,sugar_plantation,plantation,,252
BIC,East India,EAST_BENGAL,coal_mine,capped,4,601
BIC,East India,EAST_BENGAL,livestock_ranch,farm,,601
BIC,East India,EAST_BENGAL,rice_farm,farm,,601
BIC,East India,EAST_BENGAL,banana_plantation,plantation,,601
BIC,East India,EAST_BENGAL,sugar_plantation,plantation,,601
BIC,East India,EAST_BENGAL,tea_plantation,plantation,,601
BIC,East India,EAST_BENGAL,tobacco_plantation,plantation,,601
BIC,East India,GUJARAT,iron_mine,capped,4,335
BIC,East India,GUJARAT,logging_camp,capped,4,335
BIC,East India,GUJARAT,oil_rig,discoverable,8,335
BIC,East India,GUJARAT,livestock_ranch,farm,,335
BIC,East India,GUJARAT,wheat_farm,farm,,335
BIC,East India,GUJARAT,banana_plantation,plantation,,335
BIC,East India,GUJARAT,dye_plantation,plantation,,335
BIC,East India,GUJARAT,opium_plantation,plantation,,335
BIC,East India,GUJARAT,sugar_plantation,plantation,,335
BIC,East India,HILL_PUNJAB,iron_mine,capped,12,182
BIC,East India,HILL_PUNJAB,logging_camp,capped,9,182
BIC,East India,HILL_PUNJAB,livestock_ranch,farm,,182
BIC,East India,HILL_PUNJAB,wheat_farm,farm,,182
BIC,East India,HILL_PUNJAB,cotton_plantation,plantation,,182
BIC,East India,HILL_PUNJAB,opium_plantation,plantation,,182
BIC,East India,HILL_PUNJAB,silk_plantation,plantation,,182
BIC,East India,HILL_PUNJAB,sugar_plantation,plantation,,182
BIC,East India,HILL_PUNJAB,tea_plantation,plantation,,182
BIC,East India,HILL_PUNJAB,tobacco_plantation,plantation,,182
BIC,East India,KURNOOL,iron_mine,capped,15,63
BIC,East India,KURNOOL,logging_camp,capped,9,63
BIC,East India,KURNOOL,livestock_ranch,farm,,63
BIC,East India,KURNOOL,rice_farm,farm,,63
BIC,East India,KURNOOL,banana_plantation,plantation,,63
BIC,East India,KURNOOL,cotton_plantation,plantation,,63
BIC,East India,KURNOOL,dye_plantation,plantation,,63
BIC,East India,KURNOOL,silk_plantation,plantation,,63
BIC,East India,KURNOOL,sugar_plantation,plantation,,63
BIC,East India,MADRAS,rubber_plantation,discoverable,7,375
BIC,East India,MADRAS,livestock_ranch,farm,,375
BIC,East India,MADRAS,rice_farm,farm,,375
BIC,East India,MADRAS,banana_plantation,plantation,,375
BIC,East India,MADRAS,coffee_plantation,plantation,,375
BIC,East India,MADRAS,cotton_plantation,plantation,,375
BIC,East India,MADRAS,sugar_plantation,plantation,,375
BIC,East India,MADRAS,tea_plantation,plantation,,375
BIC,East India,MYSORE,fishing_wharf,capped,5,210
BIC,East India,MYSORE,iron_mine,capped,24,210
BIC,East India,MYSORE,logging_camp,capped,14,210
BIC,East India,MYSORE,rubber_plantation,discoverable,6,210
BIC,East India,MYSORE,livestock_ranch,farm,,210
BIC,East India,MYSORE,rice_farm,farm,,210
BIC,East India,MYSORE,banana_plantation,plantation,,210
BIC,East India,MYSORE,cotton_plantation,plantation,,210
BIC,East India,MYSORE,dye_plantation,plantation,,210
BIC,East India,MYSORE,silk_plantation,plantation,,210
BIC,East India,MYSORE,sugar_plantation,plantation,,210
BIC,East India,MYSORE,tea_plantation,plantation,,210
BIC,East India,MYSORE,tobacco_plantation,plantation,,210
BIC,East India,ORISSA,coal_mine,capped,21,83
BIC,East India,ORISSA,fishing_wharf,capped,7,83
BIC,East India,ORISSA,iron_mine,capped,36,83
BIC,East India,ORISSA,livestock_ranch,farm,,83
BIC,East India,ORISSA,rice_farm,farm,,83
BIC,East India,ORISSA,banana_plantation,plantation,,83
BIC,East India,ORISSA,cotton_plantation,plantation,,83
BIC,East India,ORISSA,dye_plantation,plantation,,83
BIC,East India,ORISSA,silk_plantation,plantation,,83
BIC,East India,ORISSA,tea_plantation,plantation,,83
BIC,East India,ORISSA,tobacco_plantation,plantation,,83
BIC,East India,PEGU,fishing_wharf,capped,10,40
BIC,East India,PEGU,logging_camp,capped,18,40
BIC,East India,PEGU,oil_rig,discoverable,5,40
BIC,East India,PEGU,rubber_plantation,discoverable,9,40
BIC,East India,PEGU,livestock_ranch,farm,,40
BIC,East India,PEGU,rice_farm,farm,,40
BIC,East India,PEGU,banana_plantation,plantation,,40
BIC,East India,PEGU,dye_plantation,plantation,,40
BIC,East India,PEGU,opium_plantation,plantation,,40
BIC,East India,PEGU,sugar_plantation,plantation,,40
BIC,East India,PEGU,tobacco_plantation,plantation,,40
BIC,East India,RAJPUTANA,iron_mine,capped,24,199
BIC,East India,RAJPUTANA,lead_mine,capped,6,199
BIC,East India,RAJPUTANA,logging_camp,capped,2,199
BIC,East India,RAJPUTANA,sulfur_mine,capped,3,199
BIC,East India,RAJPUTANA,livestock_ranch,farm,,199
BIC,East India,RAJPUTANA,rice_farm,farm,,199
BIC,East India,RAJPUTANA,cotton_plantation,plantation,,199
BIC,East India,RAJPUTANA,dye_plantation,plantation,,199
BIC,East India,RAJPUTANA,opium_plantation,plantation,,199
BIC,East India,RAJPUTANA,sugar_plantation,plantation,,199
BIC,East India,RAJPUTANA,tobacco_plantation,plantation,,199
BIC,East India,TENASSERIM,fishing_wharf,capped,12,20
BIC,East India,TENASSERIM,iron_mine,capped,5,20
BIC,East India,TENASSERIM,logging_camp,capped,17,20
BIC,East India,TENASSERIM,rubber_plantation,discoverable,16,20
BIC,East India,TENASSERIM,livestock_ranch,farm,,20
BIC,East India,TENASSERIM,rice_farm,farm,,20
BIC,East India,TENASSERIM,banana_plantation,plantation,,20
BIC,East India,TENASSERIM,cotton_plantation,plantation,,20
BIC,East India,TENASSERIM,opium_plantation,plantation,,20
BIC,East India,TENASSERIM,sugar_plantation,plantation,,20
BIC,East India,TENASSERIM,tea_plantation,plantation,,20
BIC,East India,TENASSERIM,tobacco_plantation,plantation,,20
BIC,East India,TRAVANCORE,fishing_wharf,capped,10,120
BIC,East India,TRAVANCORE,lead_mine,capped,2,120
BIC,East India,TRAVANCORE,logging_camp,capped,11,120
BIC,East India,TRAVANCORE,rubber_plantation,discoverable,8,120
BIC,East India,TRAVANCORE,livestock_ranch,farm,,120
BIC,East India,TRAVANCORE,rice_farm,farm,,120
BIC,East India,TRAVANCORE,banana_plantation,plantation,,120
BIC,East India,TRAVANCORE,cotton_plantation,plantation,,120
BIC,East India,TRAVANCORE,dye_plantation,plantation,,120
BIC,East India,TRAVANCORE,sugar_plantation,plantation,,120
BIC,East India,TRAVANCORE,tea_plantation,plantation,,120
BIC,East India,TRAVANCORE,tobacco_plantation,plantation,,120
BIC,East India,WEST_BENGAL,livestock_ranch,farm,,553
BIC,East India,WEST_BENGAL,rice_farm,farm,,553
BIC,East India,WEST_BENGAL,banana_plantation,plantation,,553
BIC,East India,WEST_BENGAL,sugar_plantation,plantation,,553
BIC,East India,WEST_BENGAL,tea_plantation,plantation,,553
EGY,Egypt,ADANA,coal_mine,capped,44,15
EGY,Egypt,ADANA,logging_camp,capped,4,15
EGY,Egypt,ADANA,wheat_farm,farm,,15
EGY,Egypt,ADANA,tobacco_plantation,plantation,,15
EGY,Egypt,ADANA,vineyard,plantation,,15
EGY,Egypt,ALEPPO,logging_camp,capped,6,40
EGY,Egypt,ALEPPO,livestock_ranch,farm,,40
EGY,Egypt,ALEPPO,banana_plantation,plantation,,40
EGY,Egypt,ALEPPO,cotton_plantation,plantation,,40
EGY,Egypt,ALEPPO,silk_plantation,plantation,,40
EGY,Egypt,ALEPPO,vineyard,plantation,,40
EGY,Egypt,BLUE_NILE,cotton_plantation,plantation,,60
EGY,Egypt,BLUE_NILE,tobacco_plantation,plantation,,60
EGY,Egypt,CRETE,logging_camp,capped,2,8
EGY,Egypt,CRETE,livestock_ranch,farm,,8
EGY,Egypt,CRETE,wheat_farm,farm,,8
EGY,Egypt,CRETE,tobacco_plantation,plantation,,8
EGY,Egypt,CRETE,vineyard,plantation,,8
EGY,Egypt,DONGOLA,fishing_wharf,capped,4,40
EGY,Egypt,DONGOLA,logging_camp,capped,4,40
EGY,Egypt,DONGOLA,oil_rig,discoverable,5,40
EGY,Egypt,DONGOLA,cotton_plantation,plantation,,40
EGY,Egypt,DONGOLA,sugar_plantation,plantation,,40
EGY,Egypt,DONGOLA,tobacco_plantation,plantation,,40
EGY,Egypt,EGYPTIAN_DESERT,livestock_ranch,farm,,5
EGY,Egypt,ERITREA,iron_mine,capped,15,30
EGY,Egypt,ERITREA,livestock_ranch,farm,,30
EGY,Egypt,ERITREA,millet_farm,farm,,30
EGY,Egypt,ERITREA,cotton_plantation,plantation,,30
EGY,Egypt,ERITREA,sugar_plantation,plantation,,30
EGY,Egypt,ERITREA,tobacco_plantation,plantation,,30
EGY,Egypt,KORDOFAN,logging_camp,capped,4,40
EGY,Egypt,KORDOFAN,oil_rig,discoverable,20,40
EGY,Egypt,LEBANON,coal_mine,capped,44,30
EGY,Egypt,LEBANON,logging_camp,capped,4,30
